"Voltage","Current","Active_Power","Apparent_Power","Reactive_Power","Power_Factor","Phase_angle","Frequency","Fordward_Energy","Reverse_Energy","Abs_Energy","Ind_Energy","Cap_Energy","Abs_Reactive_Energy","MeterStatus","SyStatus","createdAt"
209.61,1.42,285,298,-17,0.96,0,50.01,27.55,0,27.55,0.59,1.69,2.31,10241,0,"2022-01-20T15:23:45.339Z"
211.69,1.4,283,296,-16,0.96,0,50.01,27.55,0,27.55,0.59,1.69,2.31,10241,2,"2022-01-20T15:23:50.598Z"
212.59,1.51,309,321,-17,0.96,0,50,27.55,0,27.55,0.59,1.69,2.31,10241,0,"2022-01-20T15:23:55.841Z"
212.68,1.5,307,318,-18,0.96,0,49.99,27.55,0,27.55,0.59,1.69,2.31,10241,0,"2022-01-20T15:24:01.109Z"
212.67,1.56,319,331,-20,0.96,0,49.97,27.55,0,27.55,0.59,1.69,2.31,10241,0,"2022-01-20T15:24:06.357Z"
213.16,1.49,305,317,-18,0.96,0,49.98,27.55,0,27.55,0.59,1.69,2.31,10241,0,"2022-01-20T15:24:11.619Z"
213.67,1.48,303,315,-19,0.96,0,49.98,27.55,0,27.55,0.59,1.69,2.31,10241,0,"2022-01-20T15:24:16.876Z"
213.84,1.46,300,312,-19,0.96,0,49.98,27.55,0,27.55,0.59,1.69,2.31,10241,0,"2022-01-20T15:24:22.128Z"
214.09,1.45,299,311,-19,0.96,0,49.99,27.55,0,27.55,0.59,1.69,2.31,10241,0,"2022-01-20T15:24:27.384Z"
214.66,1.56,323,335,-19,0.96,0,49.99,27.55,0,27.55,0.59,1.69,2.31,10241,0,"2022-01-20T15:24:32.660Z"
214.6,1.47,302,314,-20,0.96,0,50.01,27.55,0,27.55,0.59,1.69,2.31,10241,2,"2022-01-20T15:24:37.899Z"
214.62,1.5,311,323,-20,0.96,0,50.02,27.55,0,27.55,0.59,1.69,2.31,10241,0,"2022-01-20T15:24:43.157Z"
214.63,1.48,306,318,-19,0.96,0,50.01,27.55,0,27.55,0.59,1.69,2.31,10241,0,"2022-01-20T15:24:48.411Z"
214.49,1.5,308,320,-20,0.96,0,50,27.55,0,27.55,0.59,1.69,2.31,10241,0,"2022-01-20T15:24:53.687Z"
214.66,1.52,313,325,-20,0.96,0,50,27.55,0,27.55,0.59,1.69,2.31,10241,2,"2022-01-20T15:24:58.926Z"
214.22,1.44,296,308,-20,0.96,-0.01,50,27.55,0,27.55,0.59,1.69,2.31,10241,0,"2022-01-20T15:25:04.185Z"
214.09,1.74,358,372,-22,0.96,0,49.98,27.55,0,27.55,0.59,1.69,2.31,10241,0,"2022-01-20T15:25:09.442Z"
214.3,1.69,347,361,-22,0.96,0.01,49.98,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:25:14.712Z"
213.92,1.75,360,374,-22,0.96,0,49.99,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:25:19.959Z"
214.97,1.71,353,367,-22,0.96,0,50,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:25:25.207Z"
213.94,1.68,345,359,-24,0.96,0.01,50.01,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:25:30.462Z"
213.6,1.82,374,388,-22,0.96,0,50.01,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:25:35.724Z"
212.82,1.77,363,377,-22,0.96,0,50,27.56,0,27.56,0.59,1.69,2.31,10241,2,"2022-01-20T15:25:40.978Z"
211.24,1.76,357,371,-23,0.96,0,49.99,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:25:46.239Z"
211.08,1.8,366,380,-23,0.96,0.01,49.99,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:25:51.497Z"
211.29,1.81,368,382,-23,0.96,0,49.99,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:25:56.764Z"
211.25,1.8,365,379,-24,0.96,0,49.99,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:26:02.000Z"
210.67,1.76,357,371,-24,0.96,0,49.98,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:26:07.256Z"
211.51,1.76,359,373,-23,0.96,0,49.99,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:26:12.520Z"
211.04,1.78,361,375,-23,0.96,0.01,50,27.56,0,27.56,0.59,1.69,2.31,10241,2,"2022-01-20T15:26:17.783Z"
210.9,1.78,360,374,-24,0.96,0.01,50.02,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:26:23.027Z"
211.11,1.77,359,373,-23,0.96,0,50.01,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:26:28.283Z"
211.4,1.79,363,378,-23,0.96,0,50.02,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:26:33.541Z"
211.87,1.77,361,375,-23,0.96,0,50.02,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:26:38.809Z"
210.5,1.82,367,382,-25,0.96,0,50.01,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:26:44.058Z"
211.39,1.78,361,375,-23,0.96,0,50,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:26:49.312Z"
208.38,1.8,360,375,-24,0.96,0,50,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:26:54.566Z"
208.9,1.81,362,377,-24,0.96,0,50,27.56,0,27.56,0.59,1.69,2.31,10241,2,"2022-01-20T15:26:59.850Z"
208.7,1.9,380,395,-25,0.96,0.01,49.99,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:27:05.081Z"
207.61,1.87,373,389,-25,0.96,0,49.99,27.56,0,27.56,0.59,1.69,2.31,10241,0,"2022-01-20T15:27:10.339Z"
207.88,1.85,368,383,-24,0.96,0,50,27.56,0,27.56,0.59,1.69,2.31,10241,2,"2022-01-20T15:27:15.592Z"
207.79,1.84,367,382,-24,0.96,0,50,27.57,0,27.57,0.59,1.69,2.32,10241,0,"2022-01-20T15:27:20.856Z"
206.14,1.87,371,386,-26,0.96,0,49.99,27.57,0,27.57,0.59,1.69,2.32,10241,0,"2022-01-20T15:27:26.107Z"
207.5,1.89,377,393,-25,0.96,0,50,27.57,0,27.57,0.59,1.69,2.32,10241,0,"2022-01-20T15:27:31.366Z"
207.56,1.88,374,390,-26,0.96,0,50.01,27.57,0,27.57,0.59,1.69,2.32,10241,0,"2022-01-20T15:27:36.620Z"
206.74,1.83,363,378,-25,0.96,0,50.03,27.57,0,27.57,0.59,1.69,2.32,10241,0,"2022-01-20T15:27:41.898Z"
208.13,1.92,384,399,-26,0.96,0,50.04,27.57,0,27.57,0.59,1.69,2.32,10241,0,"2022-01-20T15:27:47.141Z"
207.41,1.75,348,363,-24,0.96,0,50.02,27.57,0,27.57,0.59,1.69,2.32,10241,0,"2022-01-20T15:27:52.394Z"
207.79,1.9,381,395,-24,0.96,0,50.02,27.57,0,27.57,0.59,1.69,2.32,10241,0,"2022-01-20T15:27:57.644Z"
208.18,1.85,371,385,-24,0.96,0,50.01,27.57,0,27.57,0.59,1.69,2.32,10241,0,"2022-01-20T15:28:02.902Z"
208.63,1.84,369,384,-25,0.96,0,50.02,27.57,0,27.57,0.59,1.69,2.32,10241,2,"2022-01-20T15:28:08.159Z"
206.92,1.71,338,353,-24,0.96,0,50.02,27.57,0,27.57,0.59,1.69,2.32,10241,2,"2022-01-20T15:28:13.415Z"
207.43,1.92,382,397,-25,0.96,0,50.01,27.57,0,27.57,0.59,1.69,2.32,10241,0,"2022-01-20T15:28:18.677Z"
207.9,1.71,341,355,-24,0.96,-0.01,50.01,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:28:23.952Z"
207.18,1.88,375,389,-24,0.96,0,50,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:28:29.186Z"
206.99,1.84,367,381,-25,0.96,0,50,27.58,0,27.58,0.59,1.69,2.32,10241,2,"2022-01-20T15:28:34.444Z"
208.5,1.8,362,376,-24,0.96,0,50.01,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:28:39.701Z"
207.33,1.89,376,391,-24,0.96,0,50.01,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:28:44.966Z"
207.56,1.79,358,372,-24,0.96,0,50.01,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:28:50.217Z"
208.25,1.82,364,378,-23,0.96,0,50.01,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:28:55.473Z"
208.23,1.85,370,385,-23,0.96,0,50.01,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:29:00.728Z"
208.74,1.84,369,384,-23,0.96,0,50,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:29:06.008Z"
208.66,1.83,368,382,-23,0.96,0,49.98,27.58,0,27.58,0.59,1.69,2.32,10241,2,"2022-01-20T15:29:11.239Z"
208.03,1.84,368,383,-24,0.96,0,49.97,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:29:16.496Z"
208.37,1.86,373,387,-24,0.96,0,49.99,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:29:21.751Z"
208.61,1.78,357,372,-23,0.96,0,50,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:29:27.013Z"
207.42,1.87,374,388,-24,0.96,0,50,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:29:32.269Z"
208.26,1.82,364,379,-24,0.96,0,50.01,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:29:37.521Z"
209.06,1.84,370,384,-23,0.96,0,50.01,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:29:42.781Z"
207.93,1.82,364,378,-24,0.96,0,50.01,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:29:48.051Z"
207.93,1.84,367,381,-24,0.96,0,50,27.58,0,27.58,0.59,1.69,2.32,10241,2,"2022-01-20T15:29:53.291Z"
207.75,1.86,371,385,-25,0.96,0,49.99,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:29:58.548Z"
207.61,1.87,373,388,-24,0.96,0,49.99,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:30:03.808Z"
208.15,1.87,375,388,-24,0.96,0,50,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:30:09.139Z"
208.5,1.83,369,382,-24,0.97,0,50.01,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:30:14.317Z"
208.06,1.81,364,377,-24,0.96,0,50.02,27.58,0,27.58,0.59,1.69,2.32,10241,0,"2022-01-20T15:30:19.577Z"
207.91,1.82,366,379,-25,0.97,0,50.02,27.58,0,27.58,0.59,1.69,2.32,10241,2,"2022-01-20T15:30:24.830Z"
209.89,1.85,374,388,-25,0.96,0,50.02,27.59,0,27.59,0.59,1.69,2.32,10241,2,"2022-01-20T15:30:30.093Z"
210.41,1.76,356,369,-24,0.96,0,50,27.59,0,27.59,0.59,1.69,2.32,10241,0,"2022-01-20T15:30:35.347Z"
209.47,1.77,358,371,-24,0.96,0,50,27.59,0,27.59,0.59,1.69,2.32,10241,0,"2022-01-20T15:30:40.601Z"
210.01,1.79,363,375,-24,0.97,0,49.99,27.59,0,27.59,0.59,1.69,2.32,10241,0,"2022-01-20T15:30:45.857Z"
212.36,1.8,369,382,-24,0.97,0,49.98,27.59,0,27.59,0.59,1.69,2.32,10241,0,"2022-01-20T15:30:51.121Z"
211.49,1.84,376,389,-24,0.97,0,49.98,27.59,0,27.59,0.59,1.69,2.32,10241,2,"2022-01-20T15:30:56.369Z"
212.02,1.8,367,380,-23,0.96,0,49.99,27.59,0,27.59,0.59,1.69,2.32,10241,0,"2022-01-20T15:31:01.624Z"
211.82,1.77,362,374,-23,0.97,0.01,49.99,27.59,0,27.59,0.59,1.69,2.32,10241,2,"2022-01-20T15:31:06.885Z"
210.36,1.79,364,377,-24,0.96,0,49.98,27.59,0,27.59,0.59,1.69,2.32,10241,0,"2022-01-20T15:31:12.156Z"
211.22,1.82,370,383,-23,0.97,0.01,49.98,27.59,0,27.59,0.59,1.69,2.32,10241,2,"2022-01-20T15:31:17.395Z"
210.59,1.76,357,369,-24,0.97,0,49.98,27.59,0,27.59,0.59,1.69,2.32,10241,0,"2022-01-20T15:31:22.655Z"
210.28,1.8,364,377,-23,0.96,0,49.98,27.59,0,27.59,0.59,1.69,2.32,10241,2,"2022-01-20T15:31:27.909Z"
211.2,1.79,365,378,-23,0.96,0,49.99,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:31:33.176Z"
211.08,1.8,367,373,-23,0.97,0,49.99,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:31:38.428Z"
210.06,1.8,364,377,-24,0.97,0,50,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:31:43.676Z"
213.22,1.7,351,363,-24,0.97,0,50,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:31:48.935Z"
211.06,1.79,366,378,-24,0.97,0,50,27.6,0,27.6,0.59,1.69,2.32,10241,2,"2022-01-20T15:31:54.199Z"
210.87,1.77,359,372,-23,0.96,0,50,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:31:59.456Z"
210.57,1.8,367,379,-23,0.97,0,50,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:32:04.705Z"
211.29,1.75,357,370,-23,0.96,0.01,50,27.6,0,27.6,0.59,1.69,2.32,10241,2,"2022-01-20T15:32:09.961Z"
211.55,1.78,364,377,-23,0.97,0.01,50,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:32:15.223Z"
211.61,1.78,364,377,-24,0.97,0.01,49.99,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:32:20.473Z"
211.31,1.8,366,379,-24,0.96,0,49.98,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:32:25.735Z"
211.65,1.77,362,375,-23,0.97,0,49.99,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:32:30.989Z"
210.81,1.78,363,376,-25,0.96,0,50.01,27.6,0,27.6,0.59,1.69,2.32,10241,2,"2022-01-20T15:32:36.243Z"
210.4,1.79,364,377,-24,0.97,0,50.01,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:32:41.501Z"
210.48,1.79,363,376,-24,0.96,0,50,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:32:46.754Z"
210.25,1.83,371,384,-24,0.97,0,49.99,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:32:52.015Z"
210.99,1.8,366,379,-24,0.97,0.01,49.98,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:32:57.278Z"
211.95,1.81,370,383,-23,0.97,0.01,49.98,27.6,0,27.6,0.59,1.69,2.32,10241,2,"2022-01-20T15:33:02.532Z"
212.1,1.81,371,384,-23,0.97,0.01,49.98,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:33:07.784Z"
210.23,1.81,368,380,-23,0.97,0,49.99,27.6,0,27.6,0.59,1.69,2.32,10241,2,"2022-01-20T15:33:13.048Z"
210.29,1.8,366,379,-23,0.97,0,50,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:33:18.305Z"
210.46,1.77,359,372,-24,0.96,0,50.02,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:33:23.554Z"
210.17,1.8,365,378,-24,0.97,0,50.03,27.6,0,27.6,0.59,1.69,2.32,10241,0,"2022-01-20T15:33:28.809Z"
210.07,1.8,365,378,-24,0.96,0,50.02,27.6,0,27.6,0.59,1.69,2.32,10241,2,"2022-01-20T15:33:34.064Z"
211.11,1.39,265,293,-67,0.9,-0.16,50,27.61,0,27.61,0.59,1.69,2.32,10241,2,"2022-01-20T15:33:39.324Z"
211.09,1.41,270,298,-66,0.9,-0.14,50,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:33:44.580Z"
210.75,1.45,276,305,-67,0.91,-0.14,49.99,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:33:49.837Z"
211.08,1.38,262,290,-66,0.9,-0.15,49.99,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:33:55.096Z"
211.25,1.4,267,295,-66,0.91,-0.15,49.98,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:34:00.359Z"
210.78,1.41,268,296,-66,0.91,-0.14,49.98,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:34:05.603Z"
210.27,1.42,270,298,-66,0.91,-0.15,49.99,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:34:10.862Z"
211.28,1.41,270,297,-66,0.91,-0.14,49.99,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:34:16.122Z"
211.34,1.37,262,290,-66,0.9,-0.15,50,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:34:21.377Z"
211.46,1.44,276,304,-66,0.91,-0.14,50,27.61,0,27.61,0.59,1.69,2.32,10241,2,"2022-01-20T15:34:26.633Z"
211.31,1.44,275,303,-68,0.9,-0.14,50,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:34:31.889Z"
210.21,1.46,278,306,-66,0.91,-0.14,50,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:34:37.145Z"
210.39,1.45,278,305,-67,0.91,-0.13,50.01,27.61,0,27.61,0.59,1.69,2.32,10241,2,"2022-01-20T15:34:42.405Z"
207.92,1.43,269,296,-65,0.91,-0.14,50,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:34:47.656Z"
208.48,1.45,276,303,-66,0.91,-0.14,50,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:34:52.913Z"
208.78,1.44,273,301,-66,0.91,-0.14,50,27.61,0,27.61,0.59,1.69,2.32,10241,2,"2022-01-20T15:34:58.169Z"
209.25,1.41,267,294,-66,0.9,-0.14,50,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:35:03.445Z"
208.39,1.46,276,303,-65,0.91,-0.14,50.01,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:35:08.683Z"
208.3,1.42,269,296,-65,0.91,-0.14,50,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:35:13.950Z"
208.09,1.44,271,299,-64,0.91,-0.14,49.99,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:35:19.207Z"
207.84,1.43,270,297,-64,0.91,-0.14,49.98,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:35:24.471Z"
208.09,1.43,270,298,-65,0.91,-0.14,49.98,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:35:29.717Z"
209.13,1.46,279,306,-65,0.91,-0.14,49.98,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:35:34.967Z"
208.77,1.43,270,297,-66,0.91,-0.14,49.99,27.61,0,27.61,0.59,1.69,2.32,10241,0,"2022-01-20T15:35:40.223Z"
209.63,1.4,267,294,-65,0.91,-0.15,50,27.62,0,27.62,0.59,1.69,2.32,10241,0,"2022-01-20T15:35:45.491Z"
209.41,1.41,267,294,-66,0.91,-0.14,50,27.62,0,27.62,0.59,1.69,2.32,10241,0,"2022-01-20T15:35:50.737Z"
209.45,1.42,268,296,-66,0.9,-0.15,50.01,27.62,0,27.62,0.59,1.69,2.32,10241,2,"2022-01-20T15:35:55.993Z"
208.23,1.42,268,295,-65,0.91,-0.14,50,27.62,0,27.62,0.59,1.69,2.32,10241,0,"2022-01-20T15:36:01.252Z"
208.25,1.37,258,285,-65,0.9,-0.15,50,27.62,0,27.62,0.59,1.69,2.32,10241,0,"2022-01-20T15:36:06.515Z"
206.89,1.43,268,296,-65,0.91,-0.14,49.99,27.62,0,27.62,0.59,1.69,2.32,10241,2,"2022-01-20T15:36:11.765Z"
207.05,1.36,253,281,-65,0.9,-0.16,50,27.62,0,27.62,0.59,1.69,2.32,10241,0,"2022-01-20T15:36:17.021Z"
207.2,1.38,257,285,-65,0.9,-0.16,49.98,27.62,0,27.62,0.59,1.69,2.32,10241,2,"2022-01-20T15:36:22.273Z"
204.95,1.36,251,278,-64,0.9,-0.16,49.98,27.62,0,27.62,0.59,1.69,2.32,10241,0,"2022-01-20T15:36:27.541Z"
206.27,1.37,255,282,-64,0.9,-0.15,49.98,27.62,0,27.62,0.59,1.69,2.32,10241,2,"2022-01-20T15:36:32.791Z"
207.11,1.36,253,281,-64,0.9,-0.16,49.98,27.62,0,27.62,0.59,1.69,2.32,10241,0,"2022-01-20T15:36:38.052Z"
206.99,1.36,253,281,-64,0.9,-0.15,49.98,27.62,0,27.62,0.59,1.69,2.32,10241,2,"2022-01-20T15:36:43.307Z"
206.96,1.36,253,281,-64,0.9,-0.15,49.99,27.62,0,27.62,0.59,1.69,2.32,10241,0,"2022-01-20T15:36:48.566Z"
206.65,1.36,253,281,-64,0.9,-0.16,49.99,27.62,0,27.62,0.59,1.69,2.32,10241,0,"2022-01-20T15:36:53.817Z"
207.55,1.37,255,284,-64,0.9,-0.16,50,27.62,0,27.62,0.59,1.69,2.32,10241,0,"2022-01-20T15:36:59.074Z"
207.6,1.37,256,285,-65,0.9,-0.15,50.01,27.62,0,27.62,0.59,1.69,2.32,10241,0,"2022-01-20T15:37:04.341Z"
207.39,1.39,260,288,-64,0.9,-0.15,50,27.62,0,27.62,0.59,1.69,2.32,10241,0,"2022-01-20T15:37:09.601Z"
206.83,1.36,253,281,-64,0.9,-0.15,49.99,27.62,0,27.62,0.59,1.69,2.32,10241,2,"2022-01-20T15:37:14.846Z"
206.43,1.38,257,285,-64,0.9,-0.15,49.99,27.62,0,27.62,0.59,1.69,2.32,10241,0,"2022-01-20T15:37:20.099Z"
207.44,1.41,264,292,-65,0.9,-0.15,49.99,27.62,0,27.62,0.59,1.69,2.32,10241,2,"2022-01-20T15:37:25.364Z"
206.32,1.39,259,287,-64,0.9,-0.15,50.01,27.62,0,27.62,0.59,1.69,2.32,10241,0,"2022-01-20T15:37:30.624Z"
207.08,1.42,266,294,-64,0.9,-0.15,50.01,27.62,0,27.62,0.59,1.69,2.32,10241,0,"2022-01-20T15:37:35.879Z"
207.09,1.43,268,296,-65,0.91,-0.14,50.02,27.62,0,27.62,0.59,1.69,2.32,10241,0,"2022-01-20T15:37:41.138Z"
206.9,1.41,264,291,-65,0.9,-0.15,50.02,27.62,0,27.62,0.59,1.69,2.32,10241,0,"2022-01-20T15:37:46.383Z"
208.82,1.4,265,293,-65,0.9,-0.14,50.01,27.63,0,27.63,0.59,1.69,2.32,10241,2,"2022-01-20T15:37:51.643Z"
207.97,1.37,257,285,-65,0.9,-0.15,49.99,27.63,0,27.63,0.59,1.69,2.32,10241,0,"2022-01-20T15:37:56.912Z"
208.35,1.4,263,291,-65,0.9,-0.14,49.98,27.63,0,27.63,0.59,1.69,2.32,10241,0,"2022-01-20T15:38:02.162Z"
208.8,1.36,255,283,-66,0.9,-0.15,49.98,27.63,0,27.63,0.59,1.69,2.32,10241,0,"2022-01-20T15:38:07.408Z"
208.94,1.24,229,258,-65,0.88,-0.16,49.99,27.63,0,27.63,0.59,1.69,2.32,10241,0,"2022-01-20T15:38:12.701Z"
208.47,1.39,262,290,-65,0.9,-0.15,49.99,27.63,0,27.63,0.59,1.69,2.32,10241,2,"2022-01-20T15:38:17.920Z"
208.45,1.2,220,250,-64,0.88,-0.2,49.98,27.63,0,27.63,0.59,1.69,2.32,10241,0,"2022-01-20T15:38:23.181Z"
208.6,1.38,260,288,-65,0.9,-0.15,49.98,27.63,0,27.63,0.59,1.69,2.32,10241,0,"2022-01-20T15:38:28.438Z"
208.55,1.39,262,290,-65,0.9,-0.15,49.98,27.63,0,27.63,0.59,1.69,2.32,10241,0,"2022-01-20T15:38:33.698Z"
208.38,1.39,261,289,-65,0.9,-0.15,49.98,27.63,0,27.63,0.59,1.69,2.32,10241,0,"2022-01-20T15:38:38.947Z"
208.25,1.39,261,289,-65,0.9,-0.15,49.99,27.63,0,27.63,0.59,1.69,2.32,10241,0,"2022-01-20T15:38:44.209Z"
208.32,1.39,261,289,-65,0.9,-0.15,49.99,27.63,0,27.63,0.59,1.69,2.32,10241,0,"2022-01-20T15:38:49.468Z"
208.22,1.39,261,289,-65,0.9,-0.14,49.99,27.63,0,27.63,0.59,1.7,2.32,10241,0,"2022-01-20T15:38:54.741Z"
208.8,1.38,260,288,-65,0.9,-0.15,50,27.63,0,27.63,0.59,1.7,2.32,10241,2,"2022-01-20T15:38:59.978Z"
210.38,1.37,260,288,-66,0.9,-0.15,50.02,27.63,0,27.63,0.59,1.7,2.32,10241,0,"2022-01-20T15:39:05.241Z"
209.9,1.37,260,288,-66,0.9,-0.15,50.02,27.63,0,27.63,0.59,1.7,2.32,10241,0,"2022-01-20T15:39:10.489Z"
210.25,1.41,267,295,-66,0.9,-0.15,50.01,27.63,0,27.63,0.59,1.7,2.32,10241,0,"2022-01-20T15:39:15.762Z"
209.33,1.34,251,280,-65,0.9,-0.21,49.99,27.63,0,27.63,0.59,1.7,2.32,10241,0,"2022-01-20T15:39:21.011Z"
209.54,1.38,262,290,-66,0.9,-0.15,49.98,27.63,0,27.63,0.59,1.7,2.32,10241,0,"2022-01-20T15:39:26.258Z"
210.48,1.4,266,295,-66,0.9,-0.14,49.98,27.63,0,27.63,0.59,1.7,2.32,10241,2,"2022-01-20T15:39:31.512Z"
210.43,1.42,270,297,-66,0.91,-0.14,49.97,27.63,0,27.63,0.59,1.7,2.32,10241,0,"2022-01-20T15:39:36.793Z"
210.45,1.39,264,292,-66,0.9,-0.15,49.98,27.63,0,27.63,0.59,1.7,2.32,10241,0,"2022-01-20T15:39:42.025Z"
210.16,1.42,270,298,-66,0.91,-0.15,49.99,27.63,0,27.63,0.59,1.7,2.32,10241,0,"2022-01-20T15:39:47.283Z"
210,1.38,263,290,-66,0.9,-0.14,50,27.63,0,27.63,0.59,1.7,2.32,10241,2,"2022-01-20T15:39:52.551Z"
209.99,1.43,273,301,-66,0.91,-0.14,50,27.64,0,27.64,0.59,1.7,2.32,10241,0,"2022-01-20T15:39:57.813Z"
209.97,1.29,242,270,-66,0.89,-0.14,50,27.64,0,27.64,0.59,1.7,2.32,10241,0,"2022-01-20T15:40:03.058Z"
210.2,1.42,270,297,-66,0.91,-0.14,49.99,27.64,0,27.64,0.59,1.7,2.32,10241,2,"2022-01-20T15:40:08.312Z"
209.93,1.41,269,296,-66,0.91,-0.14,49.98,27.64,0,27.64,0.59,1.7,2.32,10241,0,"2022-01-20T15:40:13.569Z"
210.91,1.39,265,293,-66,0.9,-0.15,49.99,27.64,0,27.64,0.59,1.7,2.32,10241,2,"2022-01-20T15:40:18.832Z"
210.73,1.38,263,291,-66,0.9,-0.15,49.99,27.64,0,27.64,0.59,1.7,2.32,10241,0,"2022-01-20T15:40:24.080Z"
210.49,1.39,265,293,-66,0.9,-0.15,50.01,27.64,0,27.64,0.59,1.7,2.32,10241,0,"2022-01-20T15:40:29.338Z"
210.37,1.38,263,290,-66,0.9,-0.15,50.03,27.64,0,27.64,0.59,1.7,2.32,10241,0,"2022-01-20T15:40:34.602Z"
