"Voltage","Current","Active_Power","Apparent_Power","Reactive_Power","Power_Factor","Phase_angle","Frequency","Fordward_Energy","Reverse_Energy","Abs_Energy","Ind_Energy","Cap_Energy","Abs_Reactive_Energy","MeterStatus","SyStatus","createdAt"
200.91,2.34,455,469,13,0.97,0.07,50,31.58,0,31.58,0.65,1.91,2.59,2049,0,"2022-01-21T00:00:01.999Z"
201,2.34,456,471,13,0.97,0.08,49.99,31.58,0,31.58,0.65,1.91,2.59,2049,2,"2022-01-21T00:00:07.243Z"
200.67,2.34,456,470,12,0.97,0.07,49.99,31.58,0,31.58,0.65,1.91,2.59,2049,0,"2022-01-21T00:00:12.499Z"
200.06,2.34,454,468,12,0.97,0.08,50,31.58,0,31.58,0.65,1.91,2.59,2049,0,"2022-01-21T00:00:17.755Z"
200.45,2.33,453,467,12,0.97,0.08,50.01,31.59,0,31.59,0.65,1.91,2.59,2049,2,"2022-01-21T00:00:23.031Z"
201.37,2.34,457,471,13,0.97,0.07,50.01,31.59,0,31.59,0.65,1.91,2.59,2049,0,"2022-01-21T00:00:28.269Z"
201.47,2.28,447,459,14,0.97,0.08,50,31.59,0,31.59,0.65,1.91,2.59,2049,0,"2022-01-21T00:00:33.525Z"
201.03,2.29,447,459,14,0.97,0.08,50,31.59,0,31.59,0.65,1.91,2.59,2049,0,"2022-01-21T00:00:38.781Z"
201.04,2.3,449,461,14,0.97,0.07,50,31.59,0,31.59,0.65,1.91,2.59,2049,0,"2022-01-21T00:00:44.051Z"
202,2.29,449,462,15,0.97,0.08,50,31.59,0,31.59,0.65,1.91,2.59,2049,0,"2022-01-21T00:00:49.297Z"
201.86,2.32,453,467,12,0.97,0.08,50.01,31.59,0,31.59,0.65,1.91,2.59,2049,0,"2022-01-21T00:00:54.551Z"
202.08,2.31,453,466,14,0.97,0.08,50.01,31.59,0,31.59,0.65,1.91,2.59,2049,0,"2022-01-21T00:00:59.805Z"
202.02,2.29,449,461,15,0.97,0.07,50.02,31.59,0,31.59,0.65,1.91,2.59,2049,0,"2022-01-21T00:01:05.073Z"
202.27,2.3,451,464,15,0.97,0.08,50.02,31.59,0,31.59,0.65,1.91,2.59,2049,0,"2022-01-21T00:01:10.319Z"
202.24,2.29,449,462,14,0.97,0.08,50.03,31.59,0,31.59,0.65,1.91,2.59,2049,0,"2022-01-21T00:01:15.591Z"
200.57,5.94,1185,1190,35,1,0.02,50.01,31.59,0,31.59,0.65,1.91,2.59,2049,0,"2022-01-21T00:01:20.831Z"
200.11,6.54,1299,1308,72,0.99,0.04,50,31.6,0,31.6,0.65,1.91,2.59,2049,2,"2022-01-21T00:01:26.095Z"
200.46,6.38,1271,1279,56,0.99,0.04,50,31.6,0,31.6,0.65,1.91,2.59,2049,0,"2022-01-21T00:01:31.347Z"
199.29,6.36,1259,1266,60,0.99,0.03,50.01,31.6,0,31.6,0.65,1.91,2.59,2049,0,"2022-01-21T00:01:36.601Z"
199.1,6.44,1274,1282,62,0.99,0.04,50.02,31.6,0,31.6,0.65,1.91,2.59,2049,0,"2022-01-21T00:01:41.857Z"
198.38,6.47,1276,1284,61,0.99,0.04,50.02,31.6,0,31.6,0.65,1.91,2.59,2049,0,"2022-01-21T00:01:47.136Z"
198.52,6.51,1284,1292,65,0.99,0.04,50.02,31.6,0,31.6,0.65,1.91,2.59,2049,0,"2022-01-21T00:01:52.371Z"
197.75,6.54,1284,1292,70,0.99,0.04,50.01,31.6,0,31.6,0.65,1.91,2.59,2049,2,"2022-01-21T00:01:57.641Z"
198.18,6.54,1288,1297,70,0.99,0.04,50.03,31.6,0,31.6,0.65,1.91,2.59,2049,0,"2022-01-21T00:02:02.883Z"
197.62,6.57,1290,1298,71,0.99,0.04,50.04,31.6,0,31.6,0.65,1.91,2.59,2049,2,"2022-01-21T00:02:08.154Z"
197.66,6.59,1294,1302,72,0.99,0.04,50.03,31.6,0,31.6,0.65,1.91,2.59,2049,2,"2022-01-21T00:02:13.398Z"
198.16,6.59,1298,1306,75,0.99,0.04,50.02,31.6,0,31.6,0.65,1.91,2.59,2049,0,"2022-01-21T00:02:18.653Z"
198.16,6.6,1300,1308,76,0.99,0.04,50.04,31.6,0,31.6,0.65,1.91,2.59,2049,0,"2022-01-21T00:02:23.911Z"
198.3,6.62,1305,1313,76,0.99,0.04,50.05,31.62,0,31.62,0.65,1.91,2.6,2049,2,"2022-01-21T00:02:29.175Z"
197.99,6.65,1308,1317,78,0.99,0.05,50.03,31.62,0,31.62,0.65,1.91,2.6,2049,0,"2022-01-21T00:02:34.425Z"
197.45,6.68,1310,1319,79,0.99,0.04,50.03,31.62,0,31.62,0.65,1.91,2.6,2049,0,"2022-01-21T00:02:39.681Z"
197.49,6.67,1309,1317,80,0.99,0.04,50.02,31.62,0,31.62,0.65,1.91,2.6,2049,2,"2022-01-21T00:02:44.938Z"
197.91,6.66,1308,1317,80,0.99,0.05,50.03,31.62,0,31.62,0.65,1.91,2.6,2049,2,"2022-01-21T00:02:50.201Z"
197.71,6.65,1307,1315,80,0.99,0.04,50.02,31.62,0,31.62,0.65,1.91,2.6,2049,2,"2022-01-21T00:02:55.456Z"
197.35,6.68,1308,1317,80,0.99,0.04,50.02,31.62,0,31.62,0.65,1.91,2.6,2049,0,"2022-01-21T00:03:00.707Z"
196.48,6.72,1311,1320,81,0.99,0.05,50.02,31.62,0,31.62,0.65,1.91,2.6,2049,0,"2022-01-21T00:03:05.963Z"
196.36,6.72,1311,1319,82,0.99,0.05,50.02,31.62,0,31.62,0.65,1.91,2.6,2049,0,"2022-01-21T00:03:11.231Z"
196.24,6.74,1313,1321,82,0.99,0.05,50.01,31.62,0,31.62,0.65,1.91,2.6,2049,0,"2022-01-21T00:03:16.475Z"
196.27,6.73,1313,1321,83,0.99,0.05,50.01,31.62,0,31.62,0.65,1.91,2.6,2049,0,"2022-01-21T00:03:21.733Z"
197.41,6.7,1313,1322,82,0.99,0.05,50,31.62,0,31.62,0.65,1.91,2.6,2049,0,"2022-01-21T00:03:26.989Z"
197.51,6.7,1314,1323,83,0.99,0.05,50,31.64,0,31.64,0.65,1.91,2.6,2049,0,"2022-01-21T00:03:32.255Z"
197.09,6.73,1318,1327,83,0.99,0.05,50.01,31.64,0,31.64,0.65,1.91,2.6,2049,0,"2022-01-21T00:03:37.503Z"
197.27,6.73,1318,1327,83,0.99,0.05,50.03,31.64,0,31.64,0.65,1.91,2.6,2049,0,"2022-01-21T00:03:42.759Z"
197.48,6.74,1321,1330,82,0.99,0.05,50.03,31.64,0,31.64,0.65,1.91,2.6,2049,0,"2022-01-21T00:03:48.015Z"
197.4,6.72,1316,1325,83,0.99,0.05,50.02,31.64,0,31.64,0.65,1.91,2.6,2049,0,"2022-01-21T00:03:53.285Z"
197.5,6.73,1319,1328,82,0.99,0.05,50.03,31.64,0,31.64,0.65,1.91,2.6,2049,0,"2022-01-21T00:03:58.527Z"
197.68,6.7,1315,1323,82,0.99,0.05,50.03,31.64,0,31.64,0.65,1.91,2.6,2049,2,"2022-01-21T00:04:03.785Z"
198.03,6.69,1316,1325,81,0.99,0.05,50.01,31.64,0,31.64,0.65,1.91,2.6,2049,2,"2022-01-21T00:04:09.039Z"
198.19,6.66,1310,1318,82,0.99,0.05,49.99,31.64,0,31.64,0.65,1.91,2.6,2049,0,"2022-01-21T00:04:14.361Z"
198.34,6.68,1315,1324,81,0.99,0.05,49.98,31.64,0,31.64,0.65,1.91,2.6,2049,2,"2022-01-21T00:04:19.555Z"
198.44,6.66,1313,1321,81,0.99,0.05,50,31.64,0,31.64,0.65,1.91,2.6,2049,0,"2022-01-21T00:04:24.811Z"
198.41,6.66,1312,1321,81,0.99,0.04,50.03,31.64,0,31.64,0.65,1.91,2.6,2049,0,"2022-01-21T00:04:30.065Z"
198.43,6.66,1313,1321,80,0.99,0.05,50.03,31.67,0,31.67,0.65,1.91,2.6,2049,0,"2022-01-21T00:04:35.335Z"
198.77,6.68,1318,1327,81,0.99,0.05,50.01,31.67,0,31.67,0.65,1.91,2.6,2049,0,"2022-01-21T00:04:40.579Z"
198.7,6.62,1306,1315,80,0.99,0.04,50.01,31.67,0,31.67,0.65,1.91,2.6,2049,0,"2022-01-21T00:04:45.837Z"
197.93,6.7,1318,1326,80,0.99,0.05,50.02,31.67,0,31.67,0.65,1.91,2.6,2049,2,"2022-01-21T00:04:51.091Z"
197.88,6.71,1319,1328,83,0.99,0.04,50.02,31.67,0,31.67,0.65,1.91,2.6,2049,0,"2022-01-21T00:04:56.359Z"
198.22,6.68,1315,1324,82,0.99,0.05,50.02,31.67,0,31.67,0.65,1.91,2.6,2049,0,"2022-01-21T00:05:01.607Z"
198.05,6.67,1313,1321,83,0.99,0.05,50.01,31.67,0,31.67,0.65,1.91,2.6,2049,0,"2022-01-21T00:05:06.863Z"
200.12,6.62,1315,1324,82,0.99,0.05,50.01,31.67,0,31.67,0.65,1.91,2.6,2049,0,"2022-01-21T00:05:12.119Z"
200.2,6.61,1313,1322,81,0.99,0.04,50.01,31.67,0,31.67,0.65,1.91,2.6,2049,2,"2022-01-21T00:05:17.385Z"
200.16,6.59,1311,1320,80,0.99,0.05,50,31.67,0,31.67,0.65,1.91,2.6,2049,0,"2022-01-21T00:05:22.633Z"
199.7,6.61,1312,1321,81,0.99,0.04,50.01,31.67,0,31.67,0.65,1.91,2.6,2049,0,"2022-01-21T00:05:27.889Z"
200.14,6.61,1314,1323,82,0.99,0.05,50.01,31.67,0,31.67,0.65,1.91,2.6,2049,2,"2022-01-21T00:05:33.145Z"
200.66,6.59,1314,1323,80,0.99,0.05,50,31.69,0,31.69,0.65,1.91,2.6,2049,0,"2022-01-21T00:05:38.413Z"
200.46,6.61,1316,1325,80,0.99,0.04,50.01,31.69,0,31.69,0.65,1.91,2.6,2049,0,"2022-01-21T00:05:43.659Z"
202.41,6.55,1317,1326,79,0.99,0.05,50.03,31.69,0,31.69,0.65,1.91,2.6,2049,0,"2022-01-21T00:05:48.915Z"
202.03,6.55,1313,1322,81,0.99,0.04,50.02,31.69,0,31.69,0.65,1.91,2.6,2049,0,"2022-01-21T00:05:54.171Z"
201.89,6.55,1314,1323,82,0.99,0.04,50,31.69,0,31.69,0.65,1.91,2.6,2049,2,"2022-01-21T00:05:59.435Z"
202.45,6.55,1317,1325,82,0.99,0.04,49.99,31.69,0,31.69,0.65,1.91,2.6,2049,0,"2022-01-21T00:06:04.685Z"
202.29,6.6,1325,1334,81,0.99,0.05,50,31.69,0,31.69,0.65,1.91,2.6,2049,0,"2022-01-21T00:06:09.941Z"
202.49,6.59,1326,1335,81,0.99,0.05,50,31.69,0,31.69,0.65,1.91,2.6,2049,0,"2022-01-21T00:06:15.199Z"
202.27,6.59,1324,1333,81,0.99,0.04,50,31.69,0,31.69,0.65,1.91,2.6,2049,0,"2022-01-21T00:06:20.465Z"
201.59,6.59,1319,1328,81,0.99,0.05,50,31.69,0,31.69,0.65,1.91,2.6,2049,0,"2022-01-21T00:06:25.711Z"
201.27,6.57,1314,1322,82,0.99,0.05,49.99,31.69,0,31.69,0.65,1.91,2.6,2049,0,"2022-01-21T00:06:30.969Z"
200.47,6.57,1307,1316,83,0.99,0.05,49.99,31.69,0,31.69,0.65,1.91,2.6,2049,0,"2022-01-21T00:06:36.221Z"
198.98,6.66,1316,1325,84,0.99,0.05,49.98,31.71,0,31.71,0.66,1.91,2.6,2049,2,"2022-01-21T00:06:41.489Z"
199.38,6.66,1319,1328,85,0.99,0.05,49.97,31.71,0,31.71,0.66,1.91,2.6,2049,0,"2022-01-21T00:06:46.741Z"
199.57,6.63,1314,1323,85,0.99,0.05,49.98,31.71,0,31.71,0.66,1.91,2.6,2049,0,"2022-01-21T00:06:51.993Z"
199.48,6.65,1318,1326,84,0.99,0.05,50,31.71,0,31.71,0.66,1.91,2.6,2049,0,"2022-01-21T00:06:57.249Z"
199.43,6.63,1313,1322,84,0.99,0.05,50,31.71,0,31.71,0.66,1.91,2.6,2049,2,"2022-01-21T00:07:02.581Z"
199.36,6.69,1325,1333,86,0.99,0.05,49.97,31.71,0,31.71,0.66,1.91,2.6,2049,0,"2022-01-21T00:07:07.763Z"
199.64,6.65,1318,1327,86,0.99,0.05,49.94,31.71,0,31.71,0.66,1.91,2.6,2049,0,"2022-01-21T00:07:13.019Z"
202.56,2.26,442,456,20,0.97,0.06,49.96,31.71,0,31.71,0.66,1.91,2.6,2049,0,"2022-01-21T00:07:18.275Z"
205.47,2.2,440,453,20,0.97,0.08,49.99,31.71,0,31.71,0.66,1.91,2.6,2049,0,"2022-01-21T00:07:23.539Z"
205.43,2.22,443,456,21,0.97,0.08,49.98,31.71,0,31.71,0.66,1.91,2.6,2049,0,"2022-01-21T00:07:28.787Z"
205.05,2.23,444,457,20,0.97,0.08,49.97,31.71,0,31.71,0.66,1.91,2.6,2049,0,"2022-01-21T00:07:34.051Z"
205.09,2.23,445,458,20,0.97,0.08,49.97,31.71,0,31.71,0.66,1.91,2.6,2049,0,"2022-01-21T00:07:39.299Z"
205.11,2.24,447,460,20,0.97,0.08,49.96,31.73,0,31.73,0.66,1.91,2.6,2049,0,"2022-01-21T00:07:44.559Z"
205.65,2.23,445,458,20,0.97,0.08,49.98,31.73,0,31.73,0.66,1.91,2.6,2049,0,"2022-01-21T00:07:49.817Z"
205.71,2.21,442,455,20,0.97,0.08,49.99,31.73,0,31.73,0.66,1.91,2.6,2049,0,"2022-01-21T00:07:55.073Z"
205.54,2.26,452,465,20,0.97,0.08,49.98,31.73,0,31.73,0.66,1.91,2.6,2049,2,"2022-01-21T00:08:00.324Z"
205.79,2.25,449,462,21,0.97,0.08,49.98,31.73,0,31.73,0.66,1.91,2.6,2049,0,"2022-01-21T00:08:05.591Z"
205.15,2.23,444,457,21,0.97,0.08,49.98,31.73,0,31.73,0.66,1.91,2.6,2049,0,"2022-01-21T00:08:10.840Z"
205.18,2.25,448,461,21,0.97,0.08,49.97,31.73,0,31.73,0.66,1.91,2.6,2049,0,"2022-01-21T00:08:16.093Z"
205.33,2.22,444,456,21,0.97,0.08,49.96,31.73,0,31.73,0.66,1.91,2.6,2049,0,"2022-01-21T00:08:21.350Z"
205.2,2.28,454,467,21,0.97,0.08,49.98,31.73,0,31.73,0.66,1.91,2.6,2049,0,"2022-01-21T00:08:26.618Z"
204.97,2.24,447,459,21,0.97,0.08,50,31.73,0,31.73,0.66,1.91,2.6,2049,0,"2022-01-21T00:08:31.863Z"
203.69,2.24,442,455,19,0.97,0.08,50,31.73,0,31.73,0.66,1.91,2.6,2049,2,"2022-01-21T00:08:37.119Z"
203.51,2.25,444,457,19,0.97,0.08,50,31.73,0,31.73,0.66,1.91,2.6,2049,0,"2022-01-21T00:08:42.375Z"
203.31,2.24,443,456,20,0.97,0.08,49.99,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:08:47.643Z"
206.21,2.24,449,462,22,0.97,0.08,49.98,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:08:52.889Z"
205.37,2.22,443,456,20,0.97,0.08,49.98,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:08:58.145Z"
205.21,2.22,443,456,19,0.97,0.07,50,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:09:03.403Z"
205.6,2.23,445,458,20,0.97,0.08,50.01,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:09:08.669Z"
204.36,2.23,442,454,18,0.97,0.08,50.02,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:09:13.915Z"
203.49,2.23,441,454,18,0.97,0.08,50.02,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:09:19.169Z"
203.04,2.24,442,454,18,0.97,0.08,50.01,31.74,0,31.74,0.66,1.91,2.6,2049,2,"2022-01-21T00:09:24.425Z"
203.08,2.26,445,458,18,0.97,0.07,50.01,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:09:29.689Z"
203.04,2.28,449,462,18,0.97,0.07,50,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:09:34.938Z"
202.95,2.29,451,464,18,0.97,0.07,50,31.74,0,31.74,0.66,1.91,2.6,2049,2,"2022-01-21T00:09:40.195Z"
203.92,2.23,442,454,19,0.97,0.08,50,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:09:45.451Z"
204.09,2.23,443,456,19,0.97,0.08,50,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:09:50.716Z"
204.15,2.22,440,453,19,0.97,0.07,50,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:09:55.964Z"
204.23,2.23,443,456,19,0.97,0.07,50.01,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:10:01.221Z"
203.83,2.23,442,455,18,0.97,0.08,50,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:10:06.479Z"
203.88,2.22,440,453,18,0.97,0.07,50,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:10:11.741Z"
203.75,2.23,441,453,18,0.97,0.08,49.98,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:10:16.989Z"
201.63,6.18,1239,1245,55,0.99,0.04,49.96,31.74,0,31.74,0.66,1.91,2.6,2049,2,"2022-01-21T00:10:22.245Z"
201.54,6.43,1286,1295,70,0.99,0.04,49.97,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:10:27.509Z"
201.82,6.24,1251,1259,58,0.99,0.04,49.98,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:10:32.768Z"
201.81,6.28,1259,1267,61,0.99,0.04,49.97,31.74,0,31.74,0.66,1.91,2.6,2049,2,"2022-01-21T00:10:38.015Z"
201.02,6.3,1259,1267,64,0.99,0.04,49.96,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:10:43.273Z"
201.08,6.3,1258,1266,64,0.99,0.04,49.96,31.74,0,31.74,0.66,1.91,2.6,2049,0,"2022-01-21T00:10:48.526Z"
200.93,6.36,1268,1276,66,0.99,0.04,49.97,31.76,0,31.76,0.66,1.91,2.6,2049,2,"2022-01-21T00:10:53.794Z"
201.19,6.39,1277,1285,69,0.99,0.04,49.97,31.76,0,31.76,0.66,1.91,2.6,2049,0,"2022-01-21T00:10:59.043Z"
201.05,6.39,1276,1285,69,0.99,0.04,49.97,31.76,0,31.76,0.66,1.91,2.6,2049,0,"2022-01-21T00:11:04.298Z"
201.51,6.38,1278,1286,69,0.99,0.05,49.97,31.76,0,31.76,0.66,1.91,2.6,2049,0,"2022-01-21T00:11:09.555Z"
201.43,6.45,1291,1299,73,0.99,0.04,49.98,31.76,0,31.76,0.66,1.91,2.6,2049,0,"2022-01-21T00:11:14.820Z"
201.74,6.44,1290,1299,73,0.99,0.04,50,31.76,0,31.76,0.66,1.91,2.6,2049,0,"2022-01-21T00:11:20.067Z"
201.68,6.46,1294,1302,74,0.99,0.04,50.01,31.76,0,31.76,0.66,1.91,2.6,2049,0,"2022-01-21T00:11:25.324Z"
200.17,6.54,1299,1308,76,0.99,0.04,50.01,31.76,0,31.76,0.66,1.91,2.6,2049,0,"2022-01-21T00:11:30.583Z"
200.19,6.54,1301,1310,78,0.99,0.04,50,31.76,0,31.76,0.66,1.91,2.6,2049,0,"2022-01-21T00:11:35.846Z"
199.18,6.57,1300,1308,78,0.99,0.04,49.98,31.76,0,31.76,0.66,1.91,2.6,2049,0,"2022-01-21T00:11:41.093Z"
199.16,6.56,1298,1307,79,0.99,0.04,49.97,31.76,0,31.76,0.66,1.91,2.6,2049,0,"2022-01-21T00:11:46.349Z"
197.77,6.63,1303,1312,81,0.99,0.05,49.96,31.76,0,31.76,0.66,1.91,2.6,2049,0,"2022-01-21T00:11:51.604Z"
195.77,6.72,1307,1316,83,0.99,0.05,49.97,31.78,0,31.78,0.66,1.91,2.61,2049,0,"2022-01-21T00:11:56.872Z"
195.54,6.72,1304,1313,83,0.99,0.05,49.96,31.78,0,31.78,0.66,1.91,2.61,2049,0,"2022-01-21T00:12:02.125Z"
195.33,6.75,1310,1319,84,0.99,0.05,49.97,31.78,0,31.78,0.66,1.91,2.61,2049,0,"2022-01-21T00:12:07.374Z"
196.97,6.65,1301,1310,82,0.99,0.05,49.98,31.78,0,31.78,0.66,1.91,2.61,2049,0,"2022-01-21T00:12:12.636Z"
197.22,6.63,1298,1306,82,0.99,0.05,49.99,31.78,0,31.78,0.66,1.91,2.61,2049,0,"2022-01-21T00:12:17.953Z"
197.49,6.61,1296,1305,81,0.99,0.05,50,31.78,0,31.78,0.66,1.91,2.61,2049,2,"2022-01-21T00:12:23.146Z"
197.48,6.59,1293,1302,81,0.99,0.04,50,31.78,0,31.78,0.66,1.91,2.61,2049,0,"2022-01-21T00:12:28.402Z"
197.24,6.62,1297,1306,81,0.99,0.05,50,31.78,0,31.78,0.66,1.91,2.61,2049,0,"2022-01-21T00:12:33.661Z"
197.14,6.64,1299,1308,81,0.99,0.04,50.02,31.78,0,31.78,0.66,1.91,2.61,2049,0,"2022-01-21T00:12:38.926Z"
197.14,6.65,1302,1310,81,0.99,0.05,50.02,31.78,0,31.78,0.66,1.91,2.61,2049,2,"2022-01-21T00:12:44.172Z"
197.22,6.68,1309,1317,81,0.99,0.04,50.01,31.78,0,31.78,0.66,1.91,2.61,2049,0,"2022-01-21T00:12:49.429Z"
197.37,6.69,1310,1319,80,0.99,0.05,50.02,31.78,0,31.78,0.66,1.91,2.61,2049,0,"2022-01-21T00:12:54.684Z"
197.35,6.65,1303,1312,81,0.99,0.05,50.02,31.8,0,31.8,0.66,1.91,2.61,2049,0,"2022-01-21T00:12:59.958Z"
197.21,6.65,1302,1311,81,0.99,0.05,50.02,31.8,0,31.8,0.66,1.91,2.61,2049,0,"2022-01-21T00:13:05.200Z"
197.02,6.66,1302,1311,82,0.99,0.04,50.01,31.8,0,31.8,0.66,1.91,2.61,2049,0,"2022-01-21T00:13:10.454Z"
197.2,6.65,1302,1310,81,0.99,0.05,50.01,31.8,0,31.8,0.66,1.91,2.61,2049,2,"2022-01-21T00:13:15.710Z"
197.12,6.66,1303,1312,82,0.99,0.05,50,31.8,0,31.8,0.66,1.91,2.61,2049,0,"2022-01-21T00:13:20.975Z"
197.06,6.69,1309,1318,83,0.99,0.05,50,31.8,0,31.8,0.66,1.91,2.61,2049,0,"2022-01-21T00:13:26.232Z"
197.16,6.68,1307,1316,83,0.99,0.05,50,31.8,0,31.8,0.66,1.91,2.61,2049,2,"2022-01-21T00:13:31.480Z"
197.01,6.66,1303,1312,83,0.99,0.05,50.01,31.8,0,31.8,0.66,1.91,2.61,2049,0,"2022-01-21T00:13:36.737Z"
197.16,6.67,1306,1315,82,0.99,0.04,50.01,31.8,0,31.8,0.66,1.91,2.61,2049,0,"2022-01-21T00:13:42.002Z"
197.2,6.67,1306,1315,82,0.99,0.05,50.01,31.8,0,31.8,0.66,1.91,2.61,2049,0,"2022-01-21T00:13:47.250Z"
197.2,6.66,1304,1312,82,0.99,0.04,50.01,31.8,0,31.8,0.66,1.91,2.61,2049,0,"2022-01-21T00:13:52.506Z"
196.73,6.68,1304,1313,83,0.99,0.05,50.02,31.8,0,31.8,0.66,1.91,2.61,2049,0,"2022-01-21T00:13:57.760Z"
196.71,6.68,1305,1313,83,0.99,0.05,50.02,31.83,0,31.83,0.66,1.91,2.61,2049,0,"2022-01-21T00:14:03.028Z"
196.83,6.68,1306,1315,83,0.99,0.05,50.03,31.83,0,31.83,0.66,1.91,2.61,2049,0,"2022-01-21T00:14:08.277Z"
197,6.65,1301,1309,82,0.99,0.05,50.02,31.83,0,31.83,0.66,1.91,2.61,2049,0,"2022-01-21T00:14:13.532Z"
196.92,6.67,1305,1313,82,0.99,0.05,50.01,31.83,0,31.83,0.66,1.91,2.61,2049,0,"2022-01-21T00:14:18.788Z"
196.89,6.7,1311,1320,84,0.99,0.05,50.01,31.83,0,31.83,0.66,1.91,2.61,2049,0,"2022-01-21T00:14:24.056Z"
198.06,6.64,1306,1315,83,0.99,0.05,50.02,31.83,0,31.83,0.66,1.91,2.61,2049,2,"2022-01-21T00:14:29.302Z"
198.21,6.64,1308,1317,82,0.99,0.05,50.02,31.83,0,31.83,0.66,1.91,2.61,2049,0,"2022-01-21T00:14:34.558Z"
198.14,6.64,1306,1315,82,0.99,0.05,50.02,31.83,0,31.83,0.66,1.91,2.61,2049,0,"2022-01-21T00:14:39.814Z"
198.31,6.62,1304,1312,82,0.99,0.04,50.02,31.83,0,31.83,0.66,1.91,2.61,2049,0,"2022-01-21T00:14:45.198Z"
198.09,6.62,1303,1311,82,0.99,0.05,50.02,31.83,0,31.83,0.66,1.91,2.61,2049,0,"2022-01-21T00:14:50.335Z"
198.02,6.52,1282,1291,84,0.99,0.05,50.02,31.83,0,31.83,0.66,1.91,2.61,2049,0,"2022-01-21T00:14:55.582Z"
197.27,6.68,1309,1318,84,0.99,0.05,50.02,31.83,0,31.83,0.66,1.91,2.61,2049,2,"2022-01-21T00:15:00.848Z"
197.26,6.66,1304,1313,84,0.99,0.05,50.01,31.85,0,31.85,0.66,1.91,2.61,2049,2,"2022-01-21T00:15:06.109Z"
197.32,6.6,1293,1301,85,0.99,0.05,50.01,31.85,0,31.85,0.66,1.91,2.61,2049,2,"2022-01-21T00:15:11.355Z"
199.8,6.52,1294,1302,82,0.99,0.05,50.01,31.85,0,31.85,0.66,1.91,2.61,2049,0,"2022-01-21T00:15:16.610Z"
199.76,6.51,1292,1301,81,0.99,0.04,50.01,31.85,0,31.85,0.66,1.91,2.61,2049,0,"2022-01-21T00:15:21.868Z"
200.01,6.51,1293,1301,81,0.99,0.04,50.02,31.85,0,31.85,0.66,1.91,2.61,2049,0,"2022-01-21T00:15:27.134Z"
199.97,6.58,1306,1315,81,0.99,0.05,50.03,31.85,0,31.85,0.66,1.91,2.61,2049,0,"2022-01-21T00:15:32.390Z"
199.57,6.84,1356,1364,80,0.99,0.05,50.03,31.85,0,31.85,0.66,1.91,2.61,2049,0,"2022-01-21T00:15:37.636Z"
199.75,6.81,1351,1360,80,0.99,0.04,50.02,31.85,0,31.85,0.66,1.91,2.61,2049,2,"2022-01-21T00:15:42.892Z"
199.77,6.82,1354,1362,80,0.99,0.04,50.01,31.85,0,31.85,0.66,1.91,2.61,2049,0,"2022-01-21T00:15:48.165Z"
200.77,6.77,1350,1358,79,0.99,0.05,50.01,31.85,0,31.85,0.66,1.91,2.61,2049,0,"2022-01-21T00:15:53.406Z"
200.37,6.78,1349,1357,79,0.99,0.04,50.02,31.85,0,31.85,0.66,1.91,2.61,2049,0,"2022-01-21T00:15:58.661Z"
200.21,6.79,1350,1359,80,0.99,0.05,50.02,31.85,0,31.85,0.66,1.91,2.61,2049,0,"2022-01-21T00:16:03.918Z"
200.37,6.78,1350,1359,80,0.99,0.05,50.02,31.87,0,31.87,0.66,1.91,2.61,2049,0,"2022-01-21T00:16:09.186Z"
199.77,6.8,1350,1358,82,0.99,0.05,50.02,31.87,0,31.87,0.66,1.91,2.61,2049,0,"2022-01-21T00:16:14.434Z"
202.14,2.44,480,492,18,0.98,0.07,50.02,31.87,0,31.87,0.66,1.91,2.61,2049,2,"2022-01-21T00:16:19.690Z"
202.05,2.41,475,487,17,0.98,0.07,50.02,31.87,0,31.87,0.66,1.91,2.61,2049,2,"2022-01-21T00:16:24.946Z"
201.96,2.42,475,487,17,0.98,0.07,50.02,31.87,0,31.87,0.66,1.91,2.61,2049,0,"2022-01-21T00:16:30.210Z"
201.85,2.44,480,492,17,0.98,0.07,50.01,31.87,0,31.87,0.66,1.91,2.61,2049,0,"2022-01-21T00:16:35.459Z"
