"Current_A","Current_B","Current_C","Current_N","Current_G","Current_Avg","Current_UNB_A","Current_UNB_B","Current_UNB_C","Voltage_A_B","Voltage_B_C","Voltage_C_A","Voltage_L_L_Avg","Voltage_A_N","Voltage_B_N","Voltage_C_N","rsrv1","Voltage_L_N_Avg","Voltage_UNB_A_B","Voltage_UNB_B_C","Voltage_UNB_C_A","Voltage_UNB_L_L_Worst","Voltage_UNB_A_N","Voltage_UNB_B_N","Voltage_UNB_C_N","Voltage_UNB_L_N_Worst","Current_UNB_Worst","Active_Power_A","Active_Power_B","Active_Power_C","Active_Power_Total","Reactive_Power_A","Reactive_Power_B","Reactive_Power_C","Reactive_Power_Total","Apparent_Power_A","Apparent_Power_B","Apparent_Power_C","Apparent_Power_Total","Power_Factor_A","Power_Factor_B","Power_Factor_C","Power_Factor_Total","Frequency","Temperature","Active_Energy_LastDay","rsrv2","rsrv3","rsrv4","Energy_Acum_Datetime","Active_Energy_Delivered","Active_Energy_Received","Active_Energy_del_p_rec","Active_Energy_del_m_rec","Reactive_Energy_Delivered","Reactive_Energy_Received","Reactive_Energy_del_p_rec","Reactive_Energy_del_m_rec","Apparent_Energy_Delivered","Apparent_Energy_Received","Apparent_Energy_del_p_rec","createdAt"
"9.69","2.28","4.36","6.28","13","2","1","2","5","380","391","383","380","234.22","233.63","233.65","0","233.83","30","23","26","12","12","15","15","0","0","2.09","0.4","0.99","3.48","0.89","-0.33","-0.26","0.31","2.27","0.52","1.02","3.49","0.92","1.23","1.03","1","49.98","44.93","4.2","0","0","0","0","96695.53","362.77","97058.3","96332.75","74779.39","154.7","74934.09","74624.69","124361.95","906.87","4","2020-11-04T00:00:10.274Z"
"9.69","2.28","4.36","6.28","13","2","1","2","5","380","391","383","380","234.2","233.62","233.66","0","233.83","30","23","26","12","12","15","15","0","0","2.09","0.4","0.99","3.47","0.89","-0.33","-0.25","0.31","2.27","0.52","1.02","3.49","0.92","1.23","1.03","1","49.98","45.54","4.2","0","0","0","0","96695.54","362.77","97058.31","96332.77","74779.39","154.7","74934.09","74624.69","124361.96","906.87","4","2020-11-04T00:00:22.790Z"
"9.69","2.22","4.36","6.27","13","2","1","2","5","380","391","383","380","234.28","233.69","233.71","0","233.89","30","23","26","12","12","15","15","0","0","2.09","0.4","0.99","3.47","0.89","-0.33","-0.25","0.31","2.27","0.52","1.02","3.49","0.92","1.23","1.03","1","49.99","45.54","4.2","0","0","0","0","96695.55","362.77","97058.32","96332.77","74779.39","154.7","74934.09","74624.69","124361.97","906.87","4","2020-11-04T00:00:33.155Z"
"9.69","2.22","4.36","6.27","13","2","1","2","5","380","391","383","380","233.81","233.77","233.68","0","233.75","30","23","26","12","12","15","15","0","0","2.75","0.4","0.99","4.13","0.85","-0.33","-0.25","0.27","2.88","0.51","1.02","4.14","0.96","1.23","1.03","1","49.98","44.62","4.2","0","0","0","0","96695.55","362.77","97058.32","96332.77","74779.39","154.7","74934.09","74624.69","124361.98","906.87","4","2020-11-04T00:00:45.541Z"
"12.32","2.22","4.36","8.82","13","2","1","2","5","380","391","383","380","233.65","233.85","233.71","0","233.73","30","23","26","12","12","15","15","0","0","2.75","0.4","0.99","4.13","0.85","-0.33","-0.25","0.27","2.88","0.51","1.02","4.14","0.96","1.23","1.03","1","49.98","45.54","4.2","0","0","0","0","96695.58","362.77","97058.35","96332.8","74779.39","154.7","74934.09","74624.69","124361.99","906.87","4","2020-11-04T00:00:57.867Z"
"11.07","2.2","4.36","7.82","13","2","1","2","5","380","391","383","380","233.85","233.85","233.47","0","233.73","30","23","26","12","12","15","15","0","0","2.75","0.4","0.99","4.13","0.85","-0.33","-0.25","0.27","2.88","0.51","1.02","4.14","0.96","1.23","1.03","1","49.97","45.24","4.2","0","0","0","0","96695.58","362.77","97058.35","96332.8","74779.39","154.7","74934.09","74624.69","124362.01","906.87","4","2020-11-04T00:01:12.169Z"
"11.06","2.22","4.36","7.81","13","2","1","2","5","380","391","383","380","233.94","233.93","233.53","0","233.8","30","23","26","12","12","15","15","0","0","2.54","0.4","0.99","3.93","0.51","-0.33","-0.26","-0.07","2.59","0.52","1.02","3.93","0.98","1.23","1.03","1","49.97","44.62","4.2","0","0","0","0","96695.58","362.77","97058.35","96332.8","74779.39","154.7","74934.09","74624.69","124362.02","906.87","4","2020-11-04T00:01:24.558Z"
"11.07","2.21","4.36","7.82","13","2","1","2","5","380","391","383","380","234.62","234.57","234.21","0","234.47","30","23","26","12","12","15","15","0","0","2.54","0.4","0.99","3.93","0.51","-0.33","-0.26","-0.07","2.59","0.52","1.02","3.93","0.98","1.23","1.03","1","49.99","45.85","4.2","0","0","0","0","96695.62","362.77","97058.39","96332.85","74779.39","154.7","74934.09","74624.69","124362.04","906.87","4","2020-11-04T00:01:39.375Z"
"11.07","2.2","4.35","7.82","13","2","1","2","5","380","391","383","380","234.91","234.88","234.53","0","234.78","30","23","26","12","12","15","15","0","0","2.54","0.4","0.99","3.93","0.51","-0.33","-0.26","-0.07","2.59","0.52","1.02","3.93","0.98","1.23","1.03","1","50.01","45.85","4.2","0","0","0","0","96695.63","362.77","97058.41","96332.86","74779.39","154.7","74934.09","74624.69","124362.05","906.87","4","2020-11-04T00:01:49.376Z"
"12.04","2.2","4.36","8.65","13","2","1","2","5","380","391","383","380","234.42","234.65","234.34","0","234.47","30","23","26","12","12","15","15","0","0","2.75","0.4","0.99","4.14","0.62","-0.33","-0.26","0.03","2.82","0.52","1.02","4.14","0.98","1.23","1.03","1","50.01","45.54","4.2","0","0","0","0","96695.65","362.77","97058.41","96332.88","74779.39","154.7","74934.09","74624.69","124362.06","906.87","4","2020-11-04T00:01:59.784Z"
"12.05","2.19","4.37","8.66","13","2","1","2","5","380","391","383","380","233.92","234.13","233.82","0","233.96","30","23","26","12","12","15","15","0","0","2.75","0.4","0.99","4.14","0.62","-0.33","-0.26","0.03","2.82","0.52","1.02","4.14","0.98","1.23","1.03","1","50.01","45.54","4.2","0","0","0","0","96695.66","362.77","97058.43","96332.88","74779.39","154.7","74934.09","74624.69","124362.08","906.87","4","2020-11-04T00:02:10.110Z"
"12.07","2.2","4.37","8.68","13","2","1","2","5","380","391","383","380","233.67","233.91","233.57","0","233.72","30","23","26","12","12","15","15","0","0","2.75","0.4","0.99","4.14","0.61","-0.33","-0.26","0.03","2.82","0.52","1.02","4.14","0.98","1.23","1.03","1","50.02","45.85","3.82","0","0","0","0","96695.67","362.77","97058.44","96332.9","74779.39","154.7","74934.09","74624.69","124362.09","906.87","4","2020-11-04T00:02:20.521Z"
"12.06","2.18","4.38","8.65","13","2","1","2","5","380","391","383","380","232.34","232.6","232.25","0","232.4","30","23","26","12","12","15","15","0","0","2.74","0.4","0.98","4.12","0.59","-0.32","-0.25","0.02","2.8","0.51","1.02","4.12","0.98","1.22","1.03","1","50.01","44.93","3.82","0","0","0","0","96695.68","362.77","97058.45","96332.91","74779.4","154.7","74934.1","74624.7","124362.1","906.87","4","2020-11-04T00:02:31.028Z"
"12.06","2.56","4.38","8.07","13","2","1","2","5","380","391","383","380","232.41","232.47","232.15","0","232.34","30","23","26","12","12","15","15","0","0","2.74","0.4","0.98","4.12","0.59","-0.32","-0.25","0.02","2.8","0.51","1.02","4.12","0.98","1.22","1.03","1","50.01","44.62","3.82","0","0","0","0","96695.7","362.77","97058.47","96332.92","74779.4","154.7","74934.1","74624.7","124362.11","906.87","4","2020-11-04T00:02:43.348Z"
"12.01","2.54","4.38","8.02","13","2","1","2","5","380","391","383","380","232.47","232.49","232.16","0","232.38","30","23","26","12","12","15","15","0","0","2.73","0.48","0.98","4.19","0.59","0.33","-0.25","0.68","2.79","0.59","1.02","4.25","0.98","0.82","1.03","0.99","50.02","45.54","3.82","0","0","0","0","96695.7","362.77","97058.47","96332.92","74779.4","154.7","74934.1","74624.7","124362.12","906.87","4","2020-11-04T00:02:58.361Z"
"11.97","2.51","4.41","8.01","13","2","1","2","5","380","391","383","380","229.81","229.89","229.59","0","229.76","30","23","26","12","12","15","15","0","0","2.69","0.48","0.98","4.15","0.56","0.33","-0.25","0.64","2.75","0.58","1.01","4.2","0.98","0.82","1.03","0.99","50.01","45.54","3.82","0","0","0","0","96695.7","362.77","97058.47","96332.92","74779.4","154.7","74934.11","74624.7","124362.14","906.87","4","2020-11-04T00:03:08.092Z"
"11.94","2.52","4.41","7.97","13","2","1","2","5","380","391","383","380","229.97","229.99","229.73","0","229.9","30","23","26","12","12","15","15","0","0","2.69","0.48","0.98","4.14","0.56","0.33","-0.25","0.64","2.74","0.58","1.01","4.19","0.98","0.82","1.03","0.99","50.02","45.24","3.82","0","0","0","0","96695.73","362.77","97058.52","96332.96","74779.41","154.7","74934.11","74624.7","124362.16","906.87","4","2020-11-04T00:03:18.629Z"
"11.92","2.52","4.41","7.94","13","2","1","2","5","380","391","383","380","229.88","229.9","229.63","0","229.8","30","23","26","12","12","15","15","0","0","2.68","0.48","0.98","4.14","0.56","0.33","-0.25","0.64","2.74","0.58","1.01","4.19","0.98","0.83","1.03","0.99","50","45.24","3.82","0","0","0","0","96695.75","362.77","97058.52","96332.98","74779.41","154.7","74934.11","74624.7","124362.17","906.87","4","2020-11-04T00:03:31.641Z"
"13.11","2.52","4.41","8.99","13","2","1","2","5","380","391","383","380","229.74","229.99","229.91","0","229.88","30","23","26","12","12","15","15","0","0","2.9","0.48","0.98","4.36","0.82","0.33","-0.25","0.9","3.01","0.58","1.01","4.45","0.96","0.82","1.03","0.98","50.03","44.93","3.82","0","0","0","0","96695.76","362.77","97058.54","96332.99","74779.41","154.7","74934.11","74624.7","124362.19","906.87","4","2020-11-04T00:03:40.856Z"
"13.1","2.52","4.4","8.99","13","2","1","2","5","380","391","383","380","229.65","229.89","229.83","0","229.79","30","23","26","12","12","15","15","0","0","2.9","0.48","0.98","4.36","0.82","0.33","-0.25","0.9","3.01","0.58","1.01","4.45","0.96","0.82","1.03","0.98","50.02","45.24","3.82","0","0","0","0","96695.77","362.77","97058.55","96333.01","74779.41","154.7","74934.11","74624.7","124362.19","906.87","4","2020-11-04T00:03:55.172Z"
"13.05","2.53","4.41","8.93","13","2","1","2","5","380","391","383","380","229.56","229.81","229.71","0","229.7","30","23","26","12","12","15","15","0","0","2.88","0.48","0.98","4.34","0.82","0.33","-0.25","0.89","3","0.58","1.01","4.43","0.96","0.82","1.03","0.98","50.01","45.24","3.82","0","0","0","0","96695.79","362.77","97058.57","96333.02","74779.41","154.7","74934.12","74624.71","124362.22","906.87","4","2020-11-04T00:04:05.712Z"
"10.38","2.52","4.41","6.34","13","2","1","2","5","380","391","383","380","230.14","229.62","229.7","0","229.82","30","23","26","12","12","15","15","0","0","2.23","0.48","0.98","3.69","0.84","0.33","-0.25","0.92","2.39","0.58","1.01","3.8","0.94","0.83","1.03","0.97","50","45.24","3.82","0","0","0","0","96695.8","362.77","97058.58","96333.03","74779.41","154.7","74934.12","74624.71","124362.23","906.87","4","2020-11-04T00:04:16.087Z"
"9.47","2.52","4.4","5.56","13","2","1","2","5","380","391","383","380","230.65","229.93","229.95","0","230.18","30","23","26","12","12","15","15","0","0","2.23","0.48","0.98","3.69","0.84","0.33","-0.25","0.92","2.39","0.58","1.01","3.8","0.94","0.83","1.03","0.97","50.01","45.24","3.82","0","0","0","0","96695.81","362.77","97058.59","96333.04","74779.42","154.7","74934.12","74624.72","124362.24","906.87","4","2020-11-04T00:04:28.406Z"
"9.48","2.52","4.39","5.57","13","2","1","2","5","380","391","383","380","231.08","230.41","230.42","0","230.63","30","23","26","12","12","15","15","0","0","2.06","0.48","0.98","3.52","0.74","0.33","-0.25","0.82","2.19","0.58","1.01","3.61","0.94","0.82","1.03","0.97","49.99","45.54","3.82","0","0","0","0","96695.82","362.77","97058.6","96333.05","74779.42","154.7","74934.12","74624.72","124362.25","906.87","4","2020-11-04T00:04:38.936Z"
"9.49","2.52","4.4","5.57","13","2","1","2","5","380","391","383","380","230.97","230.31","230.34","0","230.54","30","23","26","12","12","15","15","0","0","2.06","0.48","0.98","3.52","0.74","0.33","-0.25","0.82","2.19","0.58","1.01","3.62","0.94","0.82","1.03","0.97","50","45.24","3.82","0","0","0","0","96695.84","362.77","97058.61","96333.06","74779.42","154.7","74934.12","74624.72","124362.26","906.87","4","2020-11-04T00:04:49.344Z"
"12.28","2.53","4.4","8.24","13","2","1","2","5","380","391","383","380","230.44","230.58","230.54","0","230.52","30","23","26","12","12","15","15","0","0","2.74","0.48","0.98","4.2","0.71","0.33","-0.25","0.79","2.83","0.58","1.01","4.28","0.97","0.82","1.03","0.98","50.02","45.54","3.82","0","0","0","0","96695.84","362.77","97058.61","96333.06","74779.42","154.7","74934.13","74624.73","124362.27","906.87","4","2020-11-04T00:05:01.693Z"
"12.29","2.6","4.39","8.25","13","2","1","2","5","380","391","383","380","230.51","230.62","230.61","0","230.58","30","23","26","12","12","15","15","0","0","2.74","0.48","0.98","4.2","0.71","0.33","-0.25","0.79","2.83","0.58","1.01","4.28","0.97","0.82","1.03","0.98","50.01","45.54","3.82","0","0","0","0","96695.87","362.77","97058.64","96333.09","74779.43","154.7","74934.13","74624.73","124362.29","906.87","4","2020-11-04T00:05:14.186Z"
"12.3","2.53","4.39","8.26","13","2","1","2","5","380","391","383","380","230.59","230.74","230.68","0","230.67","30","23","26","12","12","15","15","0","0","2.74","0.48","0.98","4.21","0.72","0.33","-0.25","0.8","2.84","0.58","1.01","4.28","0.97","0.82","1.03","0.98","50.03","45.24","3.82","0","0","0","0","96695.88","362.77","97058.65","96333.1","74779.43","154.7","74934.13","74624.73","124362.3","906.87","4","2020-11-04T00:05:24.597Z"
"12.32","2.53","4.39","8.28","13","2","1","2","5","380","391","383","380","231.06","231.19","231.17","0","231.14","30","23","26","12","12","15","15","0","0","2.75","0.48","0.98","4.21","0.72","0.33","-0.25","0.8","2.84","0.58","1.01","4.29","0.97","0.82","1.03","0.98","50.02","45.54","3.82","0","0","0","0","96695.89","362.77","97058.66","96333.12","74779.44","154.7","74934.14","74624.73","124362.31","906.87","4","2020-11-04T00:05:35.137Z"
"12.32","2.53","4.39","8.28","13","2","1","2","5","380","391","383","380","231.4","231.55","231.5","0","231.48","30","23","26","12","12","15","15","0","0","2.76","0.48","0.98","4.22","0.73","0.33","-0.25","0.81","2.85","0.58","1.02","4.3","0.97","0.82","1.03","0.98","50.03","45.54","3.82","0","0","0","0","96695.91","362.77","97058.67","96333.12","74779.44","154.7","74934.14","74624.73","124362.33","906.87","4","2020-11-04T00:05:45.554Z"
"12.33","2.53","4.39","8.28","13","2","1","2","5","380","391","383","380","231.46","231.57","231.5","0","231.51","30","23","26","12","12","15","15","0","0","2.76","0.48","0.99","4.22","0.73","0.33","-0.25","0.81","2.85","0.59","1.02","4.3","0.97","0.82","1.03","0.98","50.03","45.54","3.82","0","0","0","0","96695.91","362.77","97058.69","96333.13","74779.44","154.7","74934.14","74624.73","124362.34","906.87","4","2020-11-04T00:05:55.915Z"
"12.32","2.53","4.39","8.28","13","2","1","2","5","380","391","383","380","231.58","231.67","231.66","0","231.64","30","23","26","12","12","15","15","0","0","2.76","0.48","0.98","4.23","0.73","0.33","-0.25","0.81","2.85","0.58","1.02","4.3","0.97","0.82","1.03","0.98","50.03","45.54","3.82","0","0","0","0","96695.93","362.77","97058.7","96333.15","74779.44","154.7","74934.14","74624.73","124362.35","906.87","4","2020-11-04T00:06:06.281Z"
"12.34","2.52","4.39","8.29","13","2","1","2","5","380","391","383","380","231.61","231.71","231.68","0","231.67","30","23","26","12","12","15","15","0","0","2.76","0.48","0.98","4.23","0.73","0.33","-0.25","0.81","2.85","0.58","1.02","4.3","0.97","0.82","1.03","0.98","50.02","45.54","3.82","0","0","0","0","96695.94","362.77","97058.71","96333.17","74779.45","154.7","74934.15","74624.74","124362.37","906.87","4","2020-11-04T00:06:18.607Z"
"12.33","2.52","4.38","8.29","13","2","1","2","5","380","391","383","380","231.62","231.74","231.69","0","231.68","30","23","26","12","12","15","15","0","0","2.75","0.48","0.98","4.22","0.72","0.33","-0.25","0.8","2.85","0.58","1.01","4.29","0.97","0.82","1.03","0.98","50.02","44.93","3.82","0","0","0","0","96695.95","362.77","97058.73","96333.18","74779.45","154.7","74934.15","74624.74","124362.38","906.87","4","2020-11-04T00:06:29.020Z"
"12.3","2.5","4.42","8.27","13","2","1","2","5","380","391","383","380","228.99","229.11","229.05","0","229.05","30","23","26","12","12","15","15","0","0","2.75","0.48","0.98","4.22","0.72","0.33","-0.25","0.8","2.85","0.58","1.01","4.29","0.97","0.82","1.03","0.98","50.01","45.54","3.82","0","0","0","0","96695.97","362.77","97058.74","96333.2","74779.45","154.7","74934.16","74624.75","124362.39","906.87","4","2020-11-04T00:06:41.347Z"
"12.31","2.53","4.42","8.28","13","2","1","2","5","380","391","383","380","229.06","229.2","229.14","0","229.13","30","23","26","12","12","15","15","0","0","2.73","0.48","0.98","4.19","0.7","0.33","-0.25","0.77","2.82","0.58","1.01","4.26","0.97","0.82","1.03","0.98","50.02","45.24","3.82","0","0","0","0","96695.97","362.77","97058.74","96333.2","74779.45","154.7","74934.16","74624.75","124362.41","906.87","4","2020-11-04T00:06:53.688Z"
"12.31","2.53","4.41","8.28","13","2","1","2","5","380","391","383","380","229.05","229.19","229.14","0","229.13","30","23","26","12","12","15","15","0","0","2.73","0.48","0.98","4.19","0.7","0.33","-0.25","0.77","2.82","0.58","1.01","4.26","0.97","0.82","1.03","0.98","50.02","45.24","3.82","0","0","0","0","96695.97","362.77","97058.74","96333.2","74779.45","154.7","74934.16","74624.75","124362.42","906.87","4","2020-11-04T00:07:06.078Z"
"12.31","2.52","4.41","8.28","13","2","1","2","5","380","391","383","380","229.07","229.2","229.18","0","229.15","30","23","26","12","12","15","15","0","0","2.73","0.48","0.98","4.19","0.7","0.33","-0.25","0.77","2.82","0.58","1.01","4.26","0.97","0.82","1.03","0.98","50.03","45.85","3.82","0","0","0","0","96696.01","362.77","97058.78","96333.23","74779.45","154.7","74934.16","74624.75","124362.43","906.87","4","2020-11-04T00:07:16.439Z"
"12.31","2.53","4.41","8.28","13","2","1","2","5","380","391","383","380","229.15","229.3","229.24","0","229.23","30","23","26","12","12","15","15","0","0","2.73","0.48","0.98","4.19","0.7","0.33","-0.25","0.77","2.82","0.58","1.01","4.26","0.97","0.82","1.03","0.98","50.05","45.24","3.82","0","0","0","0","96696.02","362.77","97058.8","96333.25","74779.46","154.7","74934.17","74624.76","124362.45","906.87","4","2020-11-04T00:07:28.765Z"
"9.53","2.52","4.41","5.61","13","2","1","2","5","380","391","383","380","229.83","229.2","229.24","0","229.42","30","23","26","12","12","15","15","0","0","2.07","0.48","0.98","3.52","0.72","0.33","-0.25","0.8","2.19","0.58","1.01","3.61","0.94","0.82","1.03","0.98","50.05","45.54","3.82","0","0","0","0","96696.03","362.77","97058.8","96333.26","74779.46","154.7","74934.17","74624.76","124362.45","906.87","4","2020-11-04T00:07:39.176Z"
"9.52","2.52","4.41","5.61","13","2","1","2","5","380","391","383","380","229.8","229.15","229.2","0","229.38","30","23","26","12","12","15","15","0","0","2.07","0.48","0.98","3.52","0.72","0.33","-0.25","0.8","2.19","0.58","1.01","3.61","0.94","0.82","1.03","0.98","50.05","45.54","3.82","0","0","0","0","96696.05","362.77","97058.81","96333.27","74779.46","154.7","74934.17","74624.76","124362.47","906.87","4","2020-11-04T00:07:51.496Z"
"9.52","2.52","4.41","5.61","13","2","1","2","5","380","391","383","380","229.85","229.21","229.23","0","229.43","30","23","26","12","12","15","15","0","0","2.07","0.48","0.98","3.52","0.72","0.33","-0.25","0.8","2.19","0.58","1.01","3.61","0.94","0.82","1.03","0.97","50.05","44.62","3.82","0","0","0","0","96696.05","362.77","97058.83","96333.28","74779.47","154.7","74934.18","74624.77","124362.48","906.87","4","2020-11-04T00:08:01.863Z"
"9.52","2.53","4.4","5.62","13","2","1","2","5","380","391","383","380","229.97","229.32","229.34","0","229.54","30","23","26","12","12","15","15","0","0","2.07","0.48","0.98","3.52","0.72","0.33","-0.25","0.8","2.19","0.58","1.01","3.61","0.94","0.82","1.03","0.97","50.05","45.54","3.82","0","0","0","0","96696.06","362.77","97058.84","96333.3","74779.47","154.7","74934.18","74624.77","124362.49","906.87","4","2020-11-04T00:08:14.229Z"
"9.52","2.53","4.41","5.61","13","2","1","2","5","380","391","383","380","230.03","229.37","229.39","0","229.6","30","23","26","12","12","15","15","0","0","2.07","0.48","0.98","3.52","0.73","0.33","-0.25","0.8","2.19","0.58","1.01","3.61","0.94","0.82","1.03","0.97","50.05","45.24","3.82","0","0","0","0","96696.08","362.77","97058.85","96333.3","74779.47","154.7","74934.18","74624.77","124362.49","906.87","4","2020-11-04T00:08:28.190Z"
"9.51","2.52","4.41","5.6","13","2","1","2","5","380","391","383","380","229.93","229.2","229.28","0","229.47","30","23","26","12","12","15","15","0","0","2.06","0.48","0.98","3.52","0.72","0.33","-0.25","0.8","2.19","0.58","1.01","3.61","0.94","0.82","1.03","0.97","50.04","45.85","3.82","0","0","0","0","96696.09","362.77","97058.87","96333.31","74779.48","154.7","74934.19","74624.77","124362.52","906.87","4","2020-11-04T00:08:39.437Z"
"9.52","2.52","4.41","5.61","13","2","1","2","5","380","391","383","380","229.97","229.24","229.33","0","229.51","30","23","26","12","12","15","15","0","0","2.06","0.47","0.98","3.52","0.73","0.33","-0.25","0.8","2.19","0.58","1.01","3.61","0.94","0.82","1.03","0.97","50.05","45.54","3.82","0","0","0","0","96696.09","362.77","97058.87","96333.31","74779.48","154.7","74934.19","74624.77","124362.53","906.87","4","2020-11-04T00:08:49.708Z"
"9.51","2.52","4.41","5.6","13","2","1","2","5","380","391","383","380","229.91","229.2","229.27","0","229.46","30","23","26","12","12","15","15","0","0","2.07","0.48","0.98","3.52","0.72","0.33","-0.25","0.8","2.19","0.58","1.01","3.61","0.94","0.82","1.03","0.97","50.06","44.93","3.82","0","0","0","0","96696.11","362.77","97058.89","96333.34","74779.48","154.7","74934.19","74624.77","124362.55","906.87","4","2020-11-04T00:09:00.076Z"
"9.51","2.52","4.41","5.6","13","2","1","2","5","380","391","383","380","229.94","229.23","229.3","0","229.49","30","23","26","12","12","15","15","0","0","2.06","0.48","0.98","3.52","0.72","0.33","-0.25","0.8","2.19","0.58","1.01","3.61","0.94","0.82","1.03","0.97","50.06","45.54","3.82","0","0","0","0","96696.12","362.77","97058.9","96333.34","74779.48","154.7","74934.2","74624.78","124362.55","906.87","4","2020-11-04T00:09:10.604Z"
"9.51","2.52","4.41","5.61","13","2","1","2","5","380","391","383","380","229.97","229.27","229.35","0","229.53","30","23","26","12","12","15","15","0","0","2.06","0.48","0.98","3.52","0.72","0.33","-0.25","0.8","2.19","0.58","1.01","3.61","0.94","0.82","1.03","0.98","50.06","45.24","3.82","0","0","0","0","96696.13","362.77","97058.91","96333.36","74779.48","154.7","74934.2","74624.78","124362.56","906.87","4","2020-11-04T00:09:21.009Z"
"9.51","2.52","4.41","5.61","13","2","1","2","5","380","391","383","380","229.93","229.18","229.27","0","229.46","30","23","26","12","12","15","15","0","0","2.06","0.48","0.98","3.52","0.72","0.33","-0.25","0.8","2.19","0.58","1.01","3.61","0.94","0.82","1.03","0.97","50.05","45.54","3.82","0","0","0","0","96696.14","362.77","97058.92","96333.37","74779.48","154.7","74934.2","74624.78","124362.58","906.87","4","2020-11-04T00:09:33.522Z"
"9.5","2.52","4.41","5.6","13","2","1","2","5","380","391","383","380","229.84","229.09","229.17","0","229.37","30","23","26","12","12","15","15","0","0","2.06","0.48","0.98","3.51","0.72","0.33","-0.25","0.8","2.18","0.58","1.01","3.6","0.94","0.82","1.03","0.97","50.02","45.54","3.82","0","0","0","0","96696.15","362.77","97058.93","96333.38","74779.48","154.7","74934.2","74624.78","124362.59","906.87","4","2020-11-04T00:09:43.892Z"
"9.5","2.53","4.41","5.6","13","2","1","2","5","380","391","383","380","229.85","229.11","229.19","0","229.39","30","23","26","12","12","15","15","0","0","2.06","0.48","0.98","3.51","0.73","0.33","-0.25","0.8","2.18","0.58","1.01","3.61","0.94","0.82","1.03","0.97","50.02","45.54","3.82","0","0","0","0","96696.15","362.77","97058.93","96333.38","74779.48","154.7","74934.2","74624.79","124362.59","906.87","4","2020-11-04T00:09:56.280Z"
"9.5","2.54","4.42","5.6","13","2","1","2","5","380","391","383","380","229.76","228.95","229.12","0","229.28","30","23","26","12","12","15","15","0","0","2.06","0.5","0.98","3.54","0.72","0.35","-0.25","0.82","2.18","0.61","1.01","3.63","0.94","0.82","1.03","0.97","50","45.54","3.82","0","0","0","0","96696.18","362.77","97058.95","96333.41","74779.49","154.7","74934.2","74624.79","124362.61","906.87","4","2020-11-04T00:10:06.815Z"
"9.5","2.52","4.41","5.6","13","2","1","2","5","380","391","383","380","229.73","228.96","229.09","0","229.26","30","23","26","12","12","15","15","0","0","2.06","0.47","0.98","3.51","0.72","0.33","-0.25","0.8","2.18","0.58","1.01","3.6","0.94","0.82","1.03","0.97","49.99","45.24","3.82","0","0","0","0","96696.19","362.77","97058.96","96333.41","74779.49","154.7","74934.2","74624.79","124362.62","906.87","4","2020-11-04T00:10:18.886Z"
"9.5","2.52","4.41","5.6","13","2","1","2","5","380","391","383","380","229.73","228.94","229.13","0","229.27","30","23","26","12","12","15","15","0","0","2.06","0.47","0.98","3.51","0.73","0.33","-0.25","0.8","2.18","0.58","1.01","3.6","0.94","0.82","1.03","0.97","49.98","45.54","3.82","0","0","0","0","96696.2","362.77","97058.98","96333.42","74779.51","154.7","74934.21","74624.8","124362.63","906.87","4","2020-11-04T00:10:29.571Z"
"9.5","2.52","4.41","5.6","13","2","1","2","5","380","391","383","380","229.72","228.94","229.12","0","229.26","30","23","26","12","12","15","15","0","0","2.06","0.47","0.98","3.51","0.73","0.33","-0.25","0.8","2.18","0.58","1.01","3.6","0.94","0.82","1.03","0.97","49.98","45.24","3.82","0","0","0","0","96696.21","362.77","97058.98","96333.44","74779.51","154.7","74934.21","74624.8","124362.64","906.87","4","2020-11-04T00:10:41.893Z"
"9.49","2.52","4.41","5.59","13","2","1","2","5","380","391","383","380","229.75","228.98","229.16","0","229.29","30","23","26","12","12","15","15","0","0","2.06","0.47","0.98","3.51","0.72","0.33","-0.25","0.8","2.18","0.58","1.01","3.6","0.94","0.82","1.03","0.97","50.01","45.24","3.82","0","0","0","0","96696.21","362.77","97058.98","96333.44","74779.51","154.7","74934.21","74624.8","124362.66","906.87","4","2020-11-04T00:10:56.711Z"
"9.49","2.52","4.42","5.59","13","2","1","2","5","380","391","383","380","229.78","229","229.17","0","229.32","30","23","26","12","12","15","15","0","0","2.06","0.47","0.98","3.51","0.72","0.33","-0.25","0.8","2.18","0.58","1.01","3.6","0.94","0.82","1.03","0.98","49.99","45.54","3.82","0","0","0","0","96696.21","362.77","97058.98","96333.44","74779.51","154.7","74934.22","74624.8","124362.66","906.87","4","2020-11-04T00:11:06.628Z"
"8.55","2.51","4.41","4.83","13","2","1","2","5","380","391","383","380","229.97","229.01","229.07","0","229.35","30","23","26","12","12","15","15","0","0","2.06","0.47","0.98","3.51","0.72","0.33","-0.25","0.8","2.18","0.58","1.01","3.6","0.94","0.82","1.03","0.98","50","45.54","3.82","0","0","0","0","96696.25","362.77","97059.02","96333.47","74779.52","154.7","74934.22","74624.8","124362.68","906.87","4","2020-11-04T00:11:18.951Z"
"8.53","2.51","4.41","4.81","13","2","1","2","5","380","391","383","380","229.97","229.01","229.07","0","229.35","30","23","26","12","12","15","15","0","0","1.88","0.47","0.98","3.33","0.55","0.33","-0.25","0.63","1.96","0.58","1.01","3.39","0.96","0.82","1.03","0.98","49.99","45.54","3.82","0","0","0","0","96696.26","362.77","97059.03","96333.48","74779.52","154.7","74934.22","74624.8","124362.69","906.87","4","2020-11-04T00:11:33.137Z"
