"Current_A","Current_B","Current_C","Current_N","Current_G","Current_Avg","Current_UNB_A","Current_UNB_B","Current_UNB_C","Voltage_A_B","Voltage_B_C","Voltage_C_A","Voltage_L_L_Avg","Voltage_A_N","Voltage_B_N","Voltage_C_N","rsrv1","Voltage_L_N_Avg","Voltage_UNB_A_B","Voltage_UNB_B_C","Voltage_UNB_C_A","Voltage_UNB_L_L_Worst","Voltage_UNB_A_N","Voltage_UNB_B_N","Voltage_UNB_C_N","Voltage_UNB_L_N_Worst","Current_UNB_Worst","Active_Power_A","Active_Power_B","Active_Power_C","Active_Power_Total","Reactive_Power_A","Reactive_Power_B","Reactive_Power_C","Reactive_Power_Total","Apparent_Power_A","Apparent_Power_B","Apparent_Power_C","Apparent_Power_Total","Power_Factor_A","Power_Factor_B","Power_Factor_C","Power_Factor_Total","Frequency","Temperature","Active_Energy_LastDay","rsrv2","rsrv3","rsrv4","Energy_Acum_Datetime","Active_Energy_Delivered","Active_Energy_Received","Active_Energy_del_p_rec","Active_Energy_del_m_rec","Reactive_Energy_Delivered","Reactive_Energy_Received","Reactive_Energy_del_p_rec","Reactive_Energy_del_m_rec","Apparent_Energy_Delivered","Apparent_Energy_Received","Apparent_Energy_del_p_rec","createdAt"
"12.22","2.26","2.35","10.34","13","2","1","2","5","380","391","383","380","234.5","235.01","235.42","0","234.98","30","23","26","12","12","15","15","0","0","2.45","0.41","0.5","3.36","1.49","0.34","0.23","2.06","2.87","0.53","0.55","3.94","0.86","0.76","0.91","0.85","50.05","49.22","2.66","0","0","0","0","97245.52","362.77","97608.3","96882.74","75281.88","155.1","75436.98","75126.77","125115.77","906.87","4","2020-11-04T18:42:32.137Z"
"12.25","2.25","2.34","10.37","13","2","1","2","5","380","391","383","380","234.56","235.11","235.48","0","235.05","30","23","26","12","12","15","15","0","0","2.46","0.41","0.5","3.36","1.49","0.34","0.23","2.06","2.87","0.53","0.55","3.94","0.86","0.76","0.91","0.85","50.05","48.92","2.66","0","0","0","0","97245.52","362.77","97608.3","96882.74","75281.88","155.1","75436.98","75126.77","125115.78","906.87","4","2020-11-04T18:42:42.965Z"
"12.26","2.26","2.35","10.37","13","2","1","2","5","380","391","383","380","234.6","235.16","235.51","0","235.09","30","23","26","12","12","15","15","0","0","2.46","0.41","0.5","3.37","1.49","0.34","0.23","2.06","2.88","0.53","0.55","3.95","0.86","0.76","0.91","0.85","50.05","49.22","2.66","0","0","0","0","97245.55","362.77","97608.32","96882.77","75281.89","155.1","75436.99","75126.78","125115.8","906.87","4","2020-11-04T18:42:53.465Z"
"14.71","2.25","2.35","12.82","13","2","1","2","5","380","391","383","380","234.01","235.32","235.57","0","234.97","30","23","26","12","12","15","15","0","0","3.11","0.41","0.5","4.02","1.47","0.34","0.23","2.04","3.44","0.53","0.55","4.51","0.9","0.76","0.91","0.89","50.05","49.22","2.66","0","0","0","0","97245.55","362.77","97608.33","96882.77","75281.9","155.1","75437","75126.79","125115.8","906.87","4","2020-11-04T18:43:03.829Z"
"14.72","2.26","2.34","12.84","13","2","1","2","5","380","391","383","380","233.91","235.27","235.49","0","234.89","30","23","26","12","12","15","15","0","0","3.11","0.41","0.5","4.02","1.47","0.34","0.23","2.04","3.44","0.53","0.55","4.51","0.9","0.76","0.91","0.89","50.05","49.22","2.66","0","0","0","0","97245.55","362.77","97608.33","96882.77","75281.9","155.1","75437.01","75126.8","125115.82","906.87","4","2020-11-04T18:43:18.044Z"
"14.73","2.25","2.34","12.84","13","2","1","2","5","380","391","383","380","234.02","235.36","235.57","0","234.99","30","23","26","12","12","15","15","0","0","3.12","0.41","0.51","4.03","1.47","0.34","0.23","2.04","3.45","0.53","0.56","4.52","0.9","0.76","0.91","0.89","50.04","49.22","2.66","0","0","0","0","97245.58","362.77","97608.35","96882.8","75281.91","155.1","75437.01","75126.8","125115.84","906.87","4","2020-11-04T18:43:26.557Z"
"14.71","2.26","2.34","12.82","13","2","1","2","5","380","391","383","380","234.03","235.36","235.58","0","234.99","30","23","26","12","12","15","15","0","0","3.12","0.41","0.51","4.03","1.47","0.34","0.23","2.04","3.45","0.53","0.56","4.52","0.9","0.76","0.91","0.89","50.04","48.92","2.66","0","0","0","0","97245.59","362.77","97608.37","96882.81","75281.91","155.1","75437.02","75126.8","125115.86","906.87","4","2020-11-04T18:43:38.879Z"
"14.67","2.26","2.35","12.78","13","2","1","2","5","380","391","383","380","233.87","235.19","235.4","0","234.82","30","23","26","12","12","15","15","0","0","3.1","0.4","0.5","4.01","1.47","0.34","0.23","2.04","3.43","0.53","0.55","4.5","0.9","0.76","0.91","0.89","50.03","49.22","2.66","0","0","0","0","97245.59","362.77","97608.37","96882.81","75281.91","155.1","75437.02","75126.81","125115.88","906.87","4","2020-11-04T18:43:51.231Z"
"14.68","2.26","2.34","12.79","13","2","1","2","5","380","391","383","380","234.05","235.35","235.56","0","234.99","30","23","26","12","12","15","15","0","0","3.11","0.41","0.5","4.01","1.47","0.34","0.23","2.04","3.43","0.53","0.55","4.5","0.9","0.76","0.91","0.89","50.03","49.22","2.66","0","0","0","0","97245.59","362.77","97608.37","96882.81","75281.91","155.1","75437.03","75126.82","125115.89","906.87","4","2020-11-04T18:44:03.614Z"
"14.72","2.25","2.35","12.83","13","2","1","2","5","380","391","383","380","234.01","235.38","235.55","0","234.98","30","23","26","12","12","15","15","0","0","3.11","0.41","0.5","4.01","1.47","0.34","0.23","2.04","3.43","0.53","0.55","4.5","0.9","0.76","0.91","0.89","50.04","49.22","2.66","0","0","0","0","97245.63","362.77","97608.41","96882.86","75281.94","155.1","75437.04","75126.83","125115.91","906.87","4","2020-11-04T18:44:15.937Z"
"14.76","2.25","2.36","12.85","13","2","1","2","5","380","391","383","380","234.01","235.38","235.55","0","234.98","30","23","26","12","12","15","15","0","0","3.13","0.4","0.5","4.03","1.47","0.34","0.23","2.04","3.46","0.53","0.55","4.52","0.9","0.76","0.91","0.89","50.03","49.53","2.66","0","0","0","0","97245.65","362.77","97608.41","96882.88","75281.95","155.1","75437.05","75126.83","125115.91","906.87","4","2020-11-04T18:44:28.292Z"
"14.77","2.25","2.34","12.89","13","2","1","2","5","380","391","383","380","234.01","235.38","235.55","0","234.98","30","23","26","12","12","15","15","0","0","3.13","0.4","0.5","4.03","1.47","0.34","0.23","2.04","3.45","0.53","0.55","4.52","0.9","0.77","0.91","0.89","50.06","49.22","2.66","0","0","0","0","97245.66","362.77","97608.43","96882.89","75281.95","155.1","75437.05","75126.85","125115.93","906.87","4","2020-11-04T18:44:40.679Z"
"14.76","2.26","2.34","12.86","13","2","1","2","5","380","391","383","380","233.8","235.18","235.34","0","234.77","30","23","26","12","12","15","15","0","0","3.12","0.4","0.5","4.03","1.47","0.34","0.23","2.04","3.45","0.53","0.55","4.52","0.91","0.76","0.91","0.89","50.04","48.92","2.66","0","0","0","0","97245.67","362.77","97608.45","96882.9","75281.95","155.1","75437.05","75126.85","125115.95","906.87","4","2020-11-04T18:44:51.038Z"
"14.76","2.25","2.34","12.87","13","2","1","2","5","380","391","383","380","233.96","235.28","235.38","0","234.87","30","23","26","12","12","15","15","0","0","3.12","0.4","0.5","4.03","1.47","0.34","0.23","2.04","3.45","0.53","0.55","4.52","0.91","0.76","0.91","0.89","50.04","49.22","2.66","0","0","0","0","97245.69","362.77","97608.46","96882.91","75281.96","155.1","75437.06","75126.86","125115.96","906.87","4","2020-11-04T18:45:03.414Z"
"14.73","2.26","2.34","12.84","13","2","1","2","5","380","391","383","380","233.81","235.15","235.19","0","234.72","30","23","26","12","12","15","15","0","0","3.11","0.41","0.5","4.02","1.47","0.34","0.23","2.04","3.44","0.53","0.55","4.51","0.9","0.76","0.91","0.89","49.98","48.92","2.66","0","0","0","0","97245.7","362.77","97608.47","96882.93","75281.97","155.1","75437.07","75126.87","125115.97","906.87","4","2020-11-04T18:45:13.773Z"
"14.71","2.27","2.34","12.82","13","2","1","2","5","380","391","383","380","233.82","235.19","235.23","0","234.75","30","23","26","12","12","15","15","0","0","3.11","0.41","0.5","4.02","1.47","0.34","0.23","2.04","3.44","0.53","0.55","4.51","0.9","0.76","0.91","0.89","50","49.22","2.66","0","0","0","0","97245.71","362.77","97608.48","96882.94","75281.98","155.1","75437.08","75126.88","125115.99","906.87","4","2020-11-04T18:45:26.108Z"
"17.38","2.26","2.34","15.51","13","2","1","2","5","380","391","383","380","233.32","235.47","235.44","0","234.75","30","23","26","12","12","15","15","0","0","3.79","0.41","0.5","4.7","1.43","0.34","0.23","2.01","4.06","0.53","0.55","5.11","0.94","0.76","0.91","0.92","50.03","49.22","2.66","0","0","0","0","97245.71","362.77","97608.48","96882.94","75281.98","155.1","75437.09","75126.88","125116.01","906.87","4","2020-11-04T18:45:38.493Z"
"17.37","2.26","2.34","15.48","13","2","1","2","5","380","391","383","380","233.31","235.5","235.44","0","234.75","30","23","26","12","12","15","15","0","0","3.79","0.41","0.5","4.7","1.43","0.34","0.23","2.01","4.05","0.53","0.55","5.11","0.94","0.76","0.91","0.92","50.01","48.92","2.66","0","0","0","0","97245.71","362.77","97608.48","96882.94","75281.98","155.1","75437.09","75126.88","125116.02","906.87","4","2020-11-04T18:45:50.835Z"
"17.33","2.27","2.35","15.45","13","2","1","2","5","380","391","383","380","233.35","235.46","235.43","0","234.75","30","23","26","12","12","15","15","0","0","3.79","0.41","0.5","4.7","1.43","0.34","0.23","2.01","4.05","0.53","0.55","5.11","0.94","0.76","0.91","0.92","50.03","49.22","2.66","0","0","0","0","97245.76","362.77","97608.54","96882.98","75281.99","155.1","75437.1","75126.89","125116.04","906.87","4","2020-11-04T18:46:03.161Z"
"18.77","2.27","2.34","16.91","13","2","1","2","5","380","391","383","380","233.67","235.43","235.52","0","234.88","30","23","26","12","12","15","15","0","0","3.24","0.41","0.5","4.15","1.62","0.34","0.23","2.2","3.63","0.53","0.55","4.7","0.89","0.76","0.91","0.88","50.03","48.92","2.66","0","0","0","0","97245.77","362.77","97608.55","96883","75282","155.1","75437.1","75126.9","125116.05","906.87","4","2020-11-04T18:46:13.527Z"
"15.49","2.26","2.34","13.58","13","2","1","2","5","380","391","383","380","233.84","235.36","235.51","0","234.9","30","23","26","12","12","15","15","0","0","3.24","0.41","0.5","4.15","1.62","0.34","0.23","2.2","3.63","0.53","0.55","4.7","0.89","0.76","0.91","0.88","50.03","48.61","2.66","0","0","0","0","97245.78","362.77","97608.56","96883.02","75282.01","155.1","75437.11","75126.91","125116.07","906.87","4","2020-11-04T18:46:25.893Z"
"15.44","2.25","2.34","13.53","13","2","1","2","5","380","391","383","380","233.92","235.4","235.59","0","234.97","30","23","26","12","12","15","15","0","0","3.23","0.41","0.5","4.13","1.63","0.34","0.23","2.2","3.61","0.53","0.55","4.68","0.89","0.76","0.91","0.88","50.03","48.92","2.66","0","0","0","0","97245.8","362.77","97608.58","96883.02","75282.02","155.1","75437.11","75126.91","125116.07","906.87","4","2020-11-04T18:46:38.243Z"
"15.47","2.26","2.33","13.57","13","2","1","2","5","380","391","383","380","233.52","235","235.19","0","234.57","30","23","26","12","12","15","15","0","0","3.23","0.41","0.5","4.13","1.63","0.34","0.23","2.2","3.61","0.53","0.55","4.68","0.89","0.76","0.91","0.88","50.03","49.22","2.66","0","0","0","0","97245.81","362.77","97608.59","96883.04","75282.02","155.1","75437.12","75126.92","125116.1","906.87","4","2020-11-04T18:46:50.571Z"
"15.49","2.26","2.34","13.59","13","2","1","2","5","380","391","383","380","233.38","234.84","235.04","0","234.42","30","23","26","12","12","15","15","0","0","3.23","0.4","0.5","4.14","1.62","0.34","0.23","2.19","3.62","0.53","0.55","4.68","0.89","0.76","0.91","0.88","50.03","48.3","2.66","0","0","0","0","97245.82","362.77","97608.6","96883.05","75282.03","155.1","75437.13","75126.93","125116.11","906.87","4","2020-11-04T18:47:00.980Z"
"15.52","2.25","2.33","13.63","13","2","1","2","5","380","391","383","380","233.36","234.8","235.01","0","234.39","30","23","26","12","12","15","15","0","0","3.24","0.41","0.5","4.15","1.62","0.34","0.23","2.19","3.62","0.53","0.55","4.69","0.89","0.76","0.91","0.88","50.02","49.53","2.66","0","0","0","0","97245.84","362.77","97608.62","96883.06","75282.03","155.1","75437.14","75126.93","125116.12","906.87","4","2020-11-04T18:47:11.336Z"
"15.53","2.25","2.33","13.63","13","2","1","2","5","380","391","383","380","233.39","234.8","235.05","0","234.41","30","23","26","12","12","15","15","0","0","3.24","0.41","0.5","4.15","1.62","0.34","0.23","2.19","3.62","0.53","0.55","4.69","0.89","0.76","0.91","0.88","50","49.84","3.48","0","0","0","0","97245.86","362.77","97608.62","96883.08","75282.05","155.1","75437.15","75126.94","125116.14","906.87","4","2020-11-04T18:47:23.660Z"
"15.53","2.25","2.34","13.63","13","2","1","2","5","380","391","383","380","233.58","235.04","235.24","0","234.62","30","23","26","12","12","15","15","0","0","3.25","0.4","0.5","4.15","1.62","0.34","0.23","2.19","3.63","0.53","0.55","4.69","0.89","0.76","0.91","0.88","50.05","48.61","3.48","0","0","0","0","97245.87","362.77","97608.64","96883.09","75282.05","155.1","75437.15","75126.95","125116.16","906.87","4","2020-11-04T18:47:34.077Z"
"15.52","2.26","2.34","13.63","13","2","1","2","5","380","391","383","380","233.64","235.07","235.3","0","234.67","30","23","26","12","12","15","15","0","0","3.25","0.4","0.5","4.15","1.62","0.34","0.23","2.19","3.63","0.53","0.55","4.69","0.89","0.76","0.91","0.88","50.08","48.92","3.48","0","0","0","0","97245.88","362.77","97608.66","96883.1","75282.05","155.1","75437.16","75126.95","125116.18","906.87","4","2020-11-04T18:47:46.394Z"
"15.53","2.25","2.34","13.63","13","2","1","2","5","380","391","383","380","233.68","235.08","235.33","0","234.7","30","23","26","12","12","15","15","0","0","3.24","0.4","0.5","4.15","1.62","0.34","0.23","2.19","3.63","0.53","0.55","4.69","0.89","0.76","0.91","0.88","50.07","49.53","3.48","0","0","0","0","97245.88","362.77","97608.66","96883.1","75282.05","155.1","75437.17","75126.96","125116.2","906.87","4","2020-11-04T18:47:58.741Z"
"12.95","2.26","2.33","11.07","13","2","1","2","5","380","391","383","380","234.3","234.86","235.23","0","234.8","30","23","26","12","12","15","15","0","0","3.24","0.4","0.5","4.15","1.62","0.34","0.23","2.19","3.63","0.53","0.55","4.69","0.89","0.76","0.91","0.88","50.08","49.22","3.48","0","0","0","0","97245.91","362.77","97608.68","96883.12","75282.07","155.1","75437.18","75126.97","125116.21","906.87","4","2020-11-04T18:48:11.110Z"
"12.91","2.24","2.34","11.02","13","2","1","2","5","380","391","383","380","234.33","234.92","235.24","0","234.83","30","23","26","12","12","15","15","0","0","2.53","0.4","0.51","3.44","1.65","0.34","0.23","2.22","3.02","0.53","0.56","4.1","0.84","0.76","0.91","0.84","50.08","49.22","3.48","0","0","0","0","97245.91","362.77","97608.69","96883.14","75282.08","155.1","75437.19","75126.98","125116.22","906.87","4","2020-11-04T18:48:21.469Z"
"12.93","2.25","2.34","11.04","13","2","1","2","5","380","391","383","380","234.38","235.04","235.25","0","234.89","30","23","26","12","12","15","15","0","0","2.53","0.4","0.51","3.44","1.65","0.34","0.23","2.22","3.02","0.53","0.56","4.1","0.84","0.76","0.91","0.84","50.08","49.22","3.48","0","0","0","0","97245.93","362.77","97608.7","96883.15","75282.09","155.1","75437.2","75126.98","125116.23","906.87","4","2020-11-04T18:48:33.844Z"
"12.94","2.25","2.34","11.05","13","2","1","2","5","380","391","383","380","234.32","235.03","235.28","0","234.88","30","23","26","12","12","15","15","0","0","2.54","0.4","0.5","3.45","1.65","0.34","0.23","2.22","3.03","0.53","0.55","4.1","0.84","0.76","0.91","0.84","50.08","49.22","3.48","0","0","0","0","97245.94","362.77","97608.71","96883.16","75282.09","155.1","75437.2","75126.99","125116.24","906.87","4","2020-11-04T18:48:44.202Z"
"15.35","2.25","2.34","13.45","13","2","1","2","5","380","391","383","380","233.78","235.21","235.39","0","234.79","30","23","26","12","12","15","15","0","0","2.54","0.4","0.5","3.45","1.65","0.34","0.23","2.22","3.03","0.53","0.55","4.1","0.84","0.76","0.91","0.84","50.08","49.84","3.48","0","0","0","0","97245.95","362.77","97608.72","96883.18","75282.1","155.1","75437.21","75126.99","125116.26","906.87","4","2020-11-04T18:48:56.527Z"
"15.36","2.25","2.34","13.46","13","2","1","2","5","380","391","383","380","233.91","235.31","235.52","0","234.91","30","23","26","12","12","15","15","0","0","3.21","0.4","0.5","4.11","1.62","0.34","0.23","2.19","3.59","0.53","0.55","4.66","0.89","0.76","0.91","0.88","50.1","48.92","3.48","0","0","0","0","97245.96","362.77","97608.73","96883.19","75282.1","155.1","75437.22","75127","125116.27","906.87","4","2020-11-04T18:49:06.898Z"
"15.37","2.25","2.34","13.46","13","2","1","2","5","380","391","383","380","233.8","235.22","235.39","0","234.8","30","23","26","12","12","15","15","0","0","3.21","0.4","0.5","4.11","1.62","0.34","0.23","2.19","3.59","0.53","0.55","4.66","0.89","0.76","0.91","0.88","50.1","48.92","3.48","0","0","0","0","97245.98","362.77","97608.75","96883.2","75282.11","155.1","75437.22","75127.01","125116.29","906.87","4","2020-11-04T18:49:19.262Z"
"15.33","2.24","2.34","13.43","13","2","1","2","5","380","391","383","380","233.75","235.15","235.31","0","234.73","30","23","26","12","12","15","15","0","0","3.21","0.4","0.5","4.11","1.62","0.34","0.23","2.19","3.59","0.53","0.55","4.66","0.89","0.76","0.91","0.88","50.09","49.53","3.48","0","0","0","0","97245.98","362.77","97608.75","96883.2","75282.11","155.1","75437.23","75127.02","125116.3","906.87","4","2020-11-04T18:49:33.567Z"
"15.36","2.25","2.34","13.46","13","2","1","2","5","380","391","383","380","233.74","235.15","235.28","0","234.72","30","23","26","12","12","15","15","0","0","3.21","0.4","0.5","4.11","1.62","0.34","0.23","2.19","3.59","0.53","0.55","4.66","0.89","0.76","0.91","0.88","50.09","49.53","3.48","0","0","0","0","97246.01","362.77","97608.78","96883.23","75282.12","155.1","75437.23","75127.02","125116.32","906.87","4","2020-11-04T18:49:45.896Z"
"15.35","2.25","2.34","13.45","13","2","1","2","5","380","391","383","380","233.28","234.7","234.81","0","234.26","30","23","26","12","12","15","15","0","0","3.2","0.4","0.5","4.1","1.61","0.34","0.23","2.17","3.58","0.53","0.55","4.64","0.89","0.76","0.91","0.88","50.07","49.22","3.48","0","0","0","0","97246.02","362.77","97608.79","96883.25","75282.13","155.1","75437.24","75127.03","125116.34","906.87","4","2020-11-04T18:49:56.299Z"
"15.34","2.24","2.33","13.45","13","2","1","2","5","380","391","383","380","233.35","234.76","234.89","0","234.33","30","23","26","12","12","15","15","0","0","3.2","0.4","0.5","4.1","1.61","0.34","0.23","2.17","3.58","0.53","0.55","4.64","0.89","0.76","0.91","0.88","50.08","48.92","3.48","0","0","0","0","97246.03","362.77","97608.8","96883.26","75282.14","155.1","75437.25","75127.04","125116.35","906.87","4","2020-11-04T18:50:08.624Z"
"15.4","2.24","2.33","13.51","13","2","1","2","5","380","391","383","380","233.35","234.76","234.93","0","234.35","30","23","26","12","12","15","15","0","0","3.21","0.4","0.5","4.11","1.61","0.34","0.23","2.18","3.59","0.53","0.55","4.65","0.89","0.77","0.91","0.88","50.08","48.61","3.48","0","0","0","0","97246.05","362.77","97608.81","96883.27","75282.15","155.1","75437.26","75127.05","125116.37","906.87","4","2020-11-04T18:50:19.150Z"
"15.4","2.24","2.35","13.5","13","2","1","2","5","380","391","383","380","233.3","234.72","235.01","0","234.34","30","23","26","12","12","15","15","0","0","3.21","0.4","0.5","4.12","1.61","0.34","0.23","2.18","3.59","0.53","0.55","4.66","0.89","0.76","0.91","0.88","50.08","49.53","3.48","0","0","0","0","97246.05","362.77","97608.83","96883.28","75282.16","155.1","75437.27","75127.05","125116.38","906.87","4","2020-11-04T18:50:32.114Z"
"15.36","2.24","2.33","13.48","13","2","1","2","5","380","391","383","380","233.32","234.74","235.03","0","234.36","30","23","26","12","12","15","15","0","0","3.2","0.4","0.5","4.1","1.61","0.34","0.23","2.18","3.58","0.53","0.55","4.65","0.89","0.76","0.91","0.88","50.08","49.22","3.48","0","0","0","0","97246.06","362.77","97608.84","96883.3","75282.16","155.1","75437.27","75127.05","125116.39","906.87","4","2020-11-04T18:50:39.925Z"
"15.32","2.24","2.34","13.43","13","2","1","2","5","380","391","383","380","233.42","234.86","235.09","0","234.46","30","23","26","12","12","15","15","0","0","3.2","0.4","0.5","4.1","1.61","0.34","0.23","2.18","3.58","0.53","0.55","4.65","0.89","0.76","0.91","0.88","50.09","48.61","3.48","0","0","0","0","97246.08","362.77","97608.86","96883.31","75282.17","155.1","75437.28","75127.06","125116.41","906.87","4","2020-11-04T18:50:52.263Z"
"15.32","2.25","2.33","13.43","13","2","1","2","5","380","391","383","380","233.48","234.88","235.12","0","234.49","30","23","26","12","12","15","15","0","0","3.19","0.4","0.5","4.09","1.61","0.34","0.23","2.18","3.57","0.53","0.55","4.63","0.89","0.76","0.91","0.88","50.08","49.53","3.48","0","0","0","0","97246.09","362.77","97608.87","96883.32","75282.18","155.1","75437.28","75127.07","125116.42","906.87","4","2020-11-04T18:51:02.655Z"
"15.3","2.24","2.33","13.41","13","2","1","2","5","380","391","383","380","233.33","234.74","234.95","0","234.34","30","23","26","12","12","15","15","0","0","3.19","0.4","0.5","4.09","1.61","0.34","0.23","2.18","3.57","0.53","0.55","4.63","0.89","0.76","0.91","0.88","50.07","49.22","3.48","0","0","0","0","97246.11","362.77","97608.88","96883.34","75282.19","155.1","75437.29","75127.08","125116.44","906.87","4","2020-11-04T18:51:14.985Z"
"15.34","2.24","2.33","13.45","13","2","1","2","5","380","391","383","380","233.34","234.77","234.98","0","234.36","30","23","26","12","12","15","15","0","0","3.19","0.4","0.5","4.09","1.61","0.34","0.23","2.18","3.57","0.53","0.55","4.63","0.89","0.76","0.91","0.88","50.07","49.22","3.48","0","0","0","0","97246.11","362.77","97608.88","96883.34","75282.19","155.1","75437.3","75127.09","125116.45","906.87","4","2020-11-04T18:51:29.291Z"
"15.39","2.25","2.33","13.5","13","2","1","2","5","380","391","383","380","233.39","234.81","235.07","0","234.43","30","23","26","12","12","15","15","0","0","3.21","0.4","0.5","4.11","1.61","0.34","0.23","2.18","3.59","0.53","0.55","4.65","0.89","0.76","0.91","0.88","50.06","48.92","3.48","0","0","0","0","97246.11","362.77","97608.88","96883.34","75282.19","155.1","75437.3","75127.09","125116.47","906.87","4","2020-11-04T18:51:41.677Z"
"15.35","2.24","2.33","13.46","13","2","1","2","5","380","391","383","380","233.27","234.73","234.99","0","234.33","30","23","26","12","12","15","15","0","0","3.21","0.4","0.5","4.11","1.61","0.34","0.23","2.18","3.59","0.53","0.55","4.65","0.89","0.76","0.91","0.88","50.05","48.92","3.48","0","0","0","0","97246.11","362.77","97608.88","96883.34","75282.19","155.1","75437.31","75127.1","125116.48","906.87","4","2020-11-04T18:51:55.980Z"
"15.34","2.24","2.33","13.45","13","2","1","2","5","380","391","383","380","233.25","234.71","234.96","0","234.31","30","23","26","12","12","15","15","0","0","3.19","0.4","0.5","4.1","1.61","0.34","0.23","2.18","3.58","0.53","0.55","4.64","0.89","0.76","0.91","0.88","50.05","49.22","3.48","0","0","0","0","97246.17","362.77","97608.95","96883.39","75282.22","155.1","75437.32","75127.11","125116.51","906.87","4","2020-11-04T18:52:06.350Z"
"12.9","2.24","2.33","11.02","13","2","1","2","5","380","391","383","380","233.82","234.52","234.82","0","234.39","30","23","26","12","12","15","15","0","0","2.53","0.4","0.5","3.44","1.64","0.34","0.23","2.21","3.02","0.53","0.55","4.09","0.84","0.76","0.91","0.84","50.05","49.22","3.48","0","0","0","0","97246.18","362.77","97608.95","96883.4","75282.23","155.1","75437.33","75127.12","125116.52","906.87","4","2020-11-04T18:52:16.756Z"
"12.89","2.24","2.33","11.01","13","2","1","2","5","380","391","383","380","233.9","234.59","234.87","0","234.45","30","23","26","12","12","15","15","0","0","2.53","0.4","0.5","3.43","1.64","0.34","0.23","2.21","3.01","0.53","0.55","4.08","0.84","0.76","0.91","0.84","50.06","48.61","3.48","0","0","0","0","97246.19","362.77","97608.96","96883.41","75282.23","155.1","75437.34","75127.12","125116.53","906.87","4","2020-11-04T18:52:27.124Z"
"12.87","2.24","2.33","10.99","13","2","1","2","5","380","391","383","380","233.87","234.54","234.85","0","234.42","30","23","26","12","12","15","15","0","0","2.52","0.4","0.5","3.42","1.63","0.34","0.23","2.2","3.01","0.53","0.55","4.07","0.84","0.76","0.91","0.84","50.05","49.22","3.48","0","0","0","0","97246.2","362.77","97608.97","96883.42","75282.23","155.1","75437.34","75127.12","125116.54","906.87","4","2020-11-04T18:52:37.541Z"
"12.87","2.24","2.33","10.99","13","2","1","2","5","380","391","383","380","233.74","234.44","234.78","0","234.32","30","23","26","12","12","15","15","0","0","2.53","0.4","0.5","3.43","1.64","0.34","0.23","2.2","3.01","0.53","0.55","4.07","0.84","0.77","0.91","0.84","50.05","48.92","3.48","0","0","0","0","97246.21","362.77","97608.98","96883.43","75282.24","155.1","75437.34","75127.13","125116.55","906.87","4","2020-11-04T18:52:48.040Z"
"12.85","2.24","2.33","10.97","13","2","1","2","5","380","391","383","380","233.77","234.49","234.8","0","234.35","30","23","26","12","12","15","15","0","0","2.53","0.4","0.5","3.43","1.64","0.34","0.23","2.2","3.01","0.53","0.55","4.07","0.84","0.77","0.91","0.84","50.06","49.53","3.48","0","0","0","0","97246.22","362.77","97608.99","96883.44","75282.25","155.1","75437.35","75127.14","125116.56","906.87","4","2020-11-04T18:53:00.354Z"
"12.84","2.24","2.33","10.97","13","2","1","2","5","380","391","383","380","233.77","234.49","234.8","0","234.35","30","23","26","12","12","15","15","0","0","2.51","0.4","0.5","3.41","1.64","0.34","0.23","2.2","3","0.53","0.55","4.06","0.84","0.77","0.91","0.84","50.05","49.84","3.48","0","0","0","0","97246.23","362.77","97609","96883.45","75282.26","155.1","75437.36","75127.15","125116.58","906.87","4","2020-11-04T18:53:13.907Z"
"12.86","2.24","2.33","10.99","13","2","1","2","5","380","391","383","380","233.77","234.49","234.8","0","234.35","30","23","26","12","12","15","15","0","0","2.53","0.4","0.5","3.42","1.64","0.34","0.23","2.2","3.01","0.52","0.55","4.07","0.84","0.77","0.91","0.84","50.05","48.92","3.48","0","0","0","0","97246.24","362.77","97609.02","96883.46","75282.27","155.1","75437.37","75127.16","125116.59","906.87","4","2020-11-04T18:53:25.095Z"
"12.87","2.24","2.33","10.99","13","2","1","2","5","380","391","383","380","233.74","234.41","234.75","0","234.3","30","23","26","12","12","15","15","0","0","2.53","0.4","0.5","3.43","1.64","0.34","0.23","2.2","3.01","0.53","0.55","4.08","0.84","0.77","0.91","0.84","50.06","48.61","3.48","0","0","0","0","97246.25","362.77","97609.02","96883.47","75282.27","155.1","75437.38","75127.17","125116.6","906.87","4","2020-11-04T18:53:35.630Z"
"12.91","2.24","2.33","11.03","13","2","1","2","5","380","391","383","380","233.86","234.58","234.89","0","234.44","30","23","26","12","12","15","15","0","0","2.54","0.4","0.5","3.44","1.64","0.34","0.23","2.21","3.02","0.53","0.55","4.08","0.84","0.76","0.91","0.84","50.07","49.22","3.48","0","0","0","0","97246.27","362.77","97609.03","96883.48","75282.28","155.1","75437.38","75127.17","125116.62","906.87","4","2020-11-04T18:53:46.000Z"
"12.92","2.24","5.34","8.38","13","2","1","2","5","380","391","383","380","234.16","234.74","234.33","0","234.41","30","23","26","12","12","15","15","0","0","2.54","0.4","1.23","4.18","1.65","0.34","0.2","2.19","3.03","0.53","1.25","4.72","0.84","0.76","0.99","0.89","50.07","48.92","3.48","0","0","0","0","97246.27","362.77","97609.03","96883.48","75282.28","155.1","75437.39","75127.19","125116.63","906.87","4","2020-11-04T18:53:58.393Z"
